	title	year	rated	min_age	runtime(min)	genres	director	actors	plot	languages	country	awards	imdbRating	rottenTomatoesRating	metacriticRating	boxoffice	production	ReleaseDate	YearReleased	MonthReleased	viewCount	commentCount	likeCount	dislikeCount	Production Budget	Domestic Total Gross	Distributor	polarity	subjectivity	polarity_confidence	subjectivity_confidence	actorAR	directorAR	languageAR	countryAR	genreAR	ratingAR	productionAR	distributionAR
1283	Edge of Tomorrow	2014	PG-13	13	113	Action; Adventure; Sci-Fi	Doug Liman	Tom Cruise; Emily Blunt; Brendan Gleeson; Bill Paxton	An alien race has hit the Earth in an unrelenting assault unbeatable by any military unit in the world Major William Cage (Cruise) is an officer who has never seen a day of combat when he is unceremoniously dropped into what amounts to a suicide mission Killed within minutes Cage now finds himself inexplicably thrown into a time loop-forcing him to live out the same brutal combat over and over fighting and dying againand again But with each battle Cage becomes able to engage the adversaries with increasing skill alongside Special Forces warrior Rita Vrataski (Blunt) And as Cage and Vrataski take the fight to the aliens each repeated encounter gets them one step closer to defeating the enemy!	English	USA; Canada	11 wins & 37 nominations	7.9	90.0	71	77121429.0	Warner Bros. Pictures	6-Jun-14	2014	6	1531999.0	461.0	3275.0	174.0	178000000	100206256	Warner Bros.	neutral	subjective	0.721020281	1.0	5569548	0	9159624	18282396	21403795	9899276	18199373	12943408
1284	X-Men: Apocalypse	2016	PG-13	13	144	Action; Adventure; Sci-Fi	Bryan Singer	James McAvoy; Michael Fassbender; Jennifer Lawrence; Nicholas Hoult	Since the dawn of civilization he was worshiped as a god Apocalypse the first and most powerful mutant from Marvels X-Men universe amassed the powers of many other mutants becoming immortal and invincible Upon awakening after thousands of years he is disillusioned with the world as he finds it and recruits a team of powerful mutants including a disheartened Magneto to cleanse mankind and create a new world order over which he will reign As the fate of the Earth hangs in the balance Raven with the help of Professor X must lead a team of young X-Men to stop their greatest nemesis and save mankind from complete destruction	English; Polish; German; Arabic; Egyptian (Ancient)	USA	1 win & 14 nominations	7.0	48.0	52	135729385.0	20th Century Fox	27-May-16	2016	5	30049891.0	24858.0	141287.0	7591.0	178000000	155442489	Fox	positive	subjective	0.676945865	1.0	48094992	0	31309929	9575722	21403795	9899276	12579404	13031627
1285	The Chronicles of Narnia: The Lion, the Witch and the Wardrobe	2005	PG	7	143	Adventure; Family; Fantasy	Andrew Adamson	Georgie Henley; Skandar Keynes; William Moseley; Anna Popplewell	Four children from the same family have to leave their town because of the bombings of WWII A women and a professor take the children to their house While playing a game of hide-and-seek the youngest member of the family Lucy finds a wardrobe to hide in She travels back and back into the wardrobe and finds a place named Narnia After going in twice the four children go in together for the last time They battle wolves meet talking animals encounter an evil white witch and meet a magnificent lion named Aslan Will this be the end of their journey to Narnia or will they stay?	English; German	USA; UK	Won 1 Oscar Another 14 wins & 46 nominations	6.9	76.0	75	291685219.0	Buena Vista Pictures	9-Dec-05	2005	12	104210.0	9.0	110.0	9.0	180000000	291710957	Buena Vista	negative	subjective	0.733544111	1.0	0	0	13196632	12012154	27170619	12706625	28777378	24118945
1286	The Golden Compass	2007	PG-13	13	113	Adventure; Family; Fantasy	Chris Weitz	Nicole Kidman; Daniel Craig; Dakota Blue Richards; Ben Walker	It was no ordinary life for a young girl: living among scholars in the hallowed halls of Jordan College and tearing unsupervised through Oxfords motley streets on mad quests for adventure But Lyras greatest adventure would begin closer to home the day she heard hushed talk of an extraordinary particle Microscopic in size the magical dust--discovered in the vast Arctic expanse of the North--was rumored to possess profound properties that could unite whole universes But there were those who feared the particle and would stop at nothing to destroy it Catapulted into the heart of a terrible struggle Lyra was forced to seek aid from clans gyptians and formidable armored bears And as she journeyed into unbelievable danger she had not the faintest clue that she alone was destined to win or to lose this more-than-mortal battle	English; Icelandic; Russian; French	UK; USA	Won 1 Oscar Another 6 wins & 32 nominations	6.1	42.0	51	70100000.0	New Line Cinema	7-Dec-07	2007	12	761083.0	465.0	1169.0	70.0	180000000	70107728	New Line	neutral	subjective	0.63392365	1.0	-18115362	0	38586408	12012154	27170619	9899276	11056127	6926138
1287	Maleficent	2014	PG	7	97	Action; Adventure; Family	Robert Stromberg	Angelina Jolie; Elle Fanning; Sharlto Copley; Lesley Manville	A beautiful pure-hearted young woman Maleficent has an idyllic life growing up in a peaceable forest kingdom until one day when an invading army threatens the harmony of the land Maleficent rises to be the lands fiercest protector but she ultimately suffers a ruthless betrayal - an act that begins to turn her pure heart to stone Bent on revenge Maleficent faces a battle with the invading kings successor and as a result places a curse upon his newborn infant Aurora As the child grows Maleficent realizes that Aurora holds the key to peace in the kingdom - and perhaps to Maleficents true happiness as well	English	USA	Nominated for 1 Oscar Another 10 wins & 42 nominations	7.0	51.0	56	190871149.0	Walt Disney Pictures	30-May-14	2014	5	17310228.0	7359.0	61813.0	2450.0	180000000	241410378	Buena Vista	positive	subjective	0.876232564	1.0	-17475509	0	9159624	9575722	32675007	12706625	24295569	24118945
1288	The Legend of Tarzan	2016	PG-13	13	110	Action; Adventure; Drama	David Yates	Alexander Skarsgård; Rory J. Saper; Christian Stevens; Christoph Waltz	Following his parents death in Africa John Clayton has been be raised by an ape was known by the name Tarzan but eventually left Africa and for his parents home in England along with the woman he fell in love with and married Jane Porter He is asked by Belgian King Leopold to go to Africa to see what he has done there to help the country Initially he refuses But an American George Washington Williams wants him to accept so he can accompany him He says that Leopold might be committing all sorts of atrocities to achieve his goal like slavery Clayton agrees and his wife insists that she accompany him because she misses Africa When they arrive a man named Rom who works for Leopold attacks their village and captures Tarzan and Jane With Washingtons help he escapes and sets out to rescue Jane by going across the jungle Washington joins him despite being told that he might not make it	English; Lingala; French	UK; Canada; USA	2 wins & 4 nominations	6.3	36.0	44	126585313.0	Lionsgate Pictures	1-Jul-16	2016	7	12537329.0	6551.0	42269.0	2955.0	180000000	126643061	Warner Bros.	neutral	subjective	0.724573195	1.0	20174342	0	14027331	20718828	20219876	9899276	0	12943408
1289	Thor: Ragnarok	2017	PG-13	13	130	Action; Adventure; Comedy	Taika Waititi	Chris Hemsworth; Tom Hiddleston; Cate Blanchett; Idris Elba	Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok the destruction of his homeworld and the end of Asgardian civilization at the hands of an all-powerful new threat the ruthless Hela	English	USA	2 wins & 14 nominations	8.0	92.0	74	312459726.0	Walt Disney Pictures	3-Nov-17	2017	11	62652455.0	62232.0	661216.0	28629.0	180000000	315034103	Buena Vista	neutral	subjective	0.549999714	1.0	-18325106	0	9159624	9575722	25538162	9899276	24295569	24118945
1290	Hugo	2011	PG	7	126	Adventure; Drama; Family	Martin Scorsese	Ben Kingsley; Sacha Baron Cohen; Asa Butterfield; Chloë Grace Moretz	Hugo is an orphan boy living in the walls of a train station in 1930s Paris He learned to fix clocks and other gadgets from his father and uncle which he puts to use keeping the train station clocks running The only thing that he has left that connects him to his dead father is an automaton (mechanical man) that doesnt work without a special key Hugo needs to find the key to unlock the secret he believes it contains On his adventures he meets George Melies a shopkeeper who works in the train station and his adventure-seeking god-daughter Hugo finds that they have a surprising connection to his father and the automaton and he discovers it unlocks some memories the old man has buried inside regarding his past	English	USA	Won 5 Oscars Another 57 wins & 186 nominations	7.5	94.0	83	73820094.0	Paramount Studios	23-Nov-11	2011	11	164313.0	57.0	330.0	23.0	180000000	73864507	Paramount	negative	subjective	0.700898826	1.0	-2450295	0	9159624	9575722	33471548	12706625	-7228379	20132369
1291	The Dark Knight	2008	PG-13	13	152	Action; Crime; Thriller	Christopher Nolan	Christian Bale; Heath Ledger; Aaron Eckhart; Michael Caine	Set within a year after the events of Batman Begins Batman Lieutenant James Gordon and new district attorney Harvey Dent successfully begin to round up the criminals that plague Gotham City until a mysterious and sadistic criminal mastermind known only as the Joker appears in Gotham creating a new wave of chaos Batmans struggle against the Joker becomes deeply personal forcing him to confront everything he believes and improve his technology to stop him A love triangle develops between Bruce Wayne Dent and Rachel Dawes	English; Mandarin	USA; UK	Won 2 Oscars Another 151 wins & 154 nominations	9.0	94.0	82	533316061.0	Warner Bros. Pictures/Legendary	18-Jul-08	2008	7	1194900.0	1208.0	5283.0	99.0	185000000	533345358	Warner Bros.	positive	subjective	0.848498285	1.0	97690598	13089891	7085005	12012154	18416293	9899276	0	12943408
1292	Indiana Jones and the Kingdom of the Crystal Skull	2008	PG-13	13	122	Action; Adventure; Fantasy	Steven Spielberg	Harrison Ford; Cate Blanchett; Karen Allen; Shia LaBeouf	During the Cold War Soviet agents watch Professor Henry Jones when a young man brings him a coded message from an aged demented colleague Harold Oxley Led by the brilliant Irina Spalko the Soviets tail Jones and the young man Mutt to Peru With Oxleys code they find a legendary skull made of a single piece of quartz If Jones can deliver the skull to its rightful place all may be well but if Irina takes it to its origin shell gain powers that could endanger the West Aging professor and young buck join forces with a woman from Jones past to face the dangers of the jungle Russia and the supernatural	English; German; Russian	USA	Nominated for 1 BAFTA Film Award Another 10 wins & 35 nominations	6.2	77.0	65	316957122.0	Paramount Pictures	22-May-08	2008	5	197679.0	171.0	222.0	16.0	185000000	317101119	Paramount	neutral	subjective	0.633867919	1.0	73394562	31146256	19381228	9575722	13918947	9899276	22280237	20132369
1293	Kong: Skull Island	2017	PG-13	13	118	Action; Adventure; Fantasy	Jordan Vogt-Roberts	Tom Hiddleston; Samuel L. Jackson; Brie Larson; John C. Reilly	A washed up monster chaser convinces the US Government to fund a trip to an unexplored island in the South Pacific Under the guise of geological research the team travels to Skull Island Upon arrival the group discover that their mission may be complicated by the wildlife which inhabits the island The beautiful vistas and deadly creatures create a visually stunning experience that is sure to keep your attention	English; Vietnamese	USA; China; Australia; Canada	Nominated for 1 Oscar Another 1 win & 13 nominations	6.7	75.0	62	167986460.0	Warner Bros. Pictures/Legendary	10-Mar-17	2017	3	13429571.0	8409.0	58524.0	2878.0	185000000	168052812	Warner Bros.	neutral	objective	0.599984229	0.999984747	-24616719	0	-2210138	40061881	13918947	9899276	0	12943408
1294	The Good Dinosaur	2015	PG	7	93	Animation; Adventure; Comedy	Peter Sohn	Jeffrey Wright; Frances McDormand; Maleah Nipay-Padilla; Ryan Teeple	The Good Dinosaur asks the question: What if the asteroid that forever changed life on Earth missed the planet completely and giant dinosaurs never became extinct? In this epic journey into the world of dinosaurs an Apatosaurus named Arlo makes an unlikely human friend While traveling through a harsh and mysterious landscape Arlo learns the power of confronting his fears and discovers what he is truly capable of	English	USA	Nominated for 1 Golden Globe Another 7 wins & 38 nominations	6.7	77.0	66	123087120.0	Disney/Pixar	25-Nov-15	2015	11	3724675.0	695.0	5006.0	674.0	187500000	123087120	Buena Vista	neutral	subjective	0.486253947	1.0	23095469	0	9159624	9575722	22293110	12706625	0	24118945
1295	World War Z	2013	PG-13	13	116	Action; Adventure; Horror	Marc Forster	Brad Pitt; Mireille Enos; Daniella Kertesz; James Badge Dale	Life for former United Nations investigator Gerry Lane and his family seems content Suddenly the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies After barely escaping the chaos Lane is persuaded to go on a mission to investigate this disease What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls	English; Spanish; Hebrew; Arabic	USA	3 wins & 24 nominations	7.0	66.0	63	202351611.0	Paramount Pictures	21-Jun-13	2013	6	524219.0	166.0	672.0	41.0	190000000	202359711	Paramount	neutral	objective	0.514443636	1.0	3695228	-7666760	39188902	9575722	32567986	9899276	22280237	20132369
1296	Furious 7	2015	PG-13	13	137	Action; Crime; Thriller	James Wan	Vin Diesel; Paul Walker; Jason Statham; Michelle Rodriguez	Dominic and his crew thought theyd left the criminal mercenary life behind Theyd defeated international terrorist Owen Shaw and went their separate ways But now Shaws brother Deckard Shaw is out killing the crew one by one for revenge Worse a Somalian terrorist called Jakarde and a shady government official called Mr Nobody are both competing to steal a computer terrorism program called Gods Eye that can turn any technological device into a weapon Torretto must reconvene with his team to stop Shaw and retrieve the Gods Eye program while caught in a power struggle between the terrorist and the United States government	English	USA; Japan	Nominated for 1 Golden Globe Another 28 wins & 31 nominations	7.2	80.0	67	316986481.0	Universal Pictures	3-Apr-15	2015	4	69273036.0	23472.0	326800.0	9964.0	190000000	353007020	Universal	negative	objective	0.765000343	1.0	30301667	41553370	9159624	25379903	18416293	9899276	20852222	24540500
1297	Tomorrowland	2015	PG	7	130	Action; Adventure; Family	Brad Bird	George Clooney; Hugh Laurie; Britt Robertson; Raffey Cassidy	Bound by a shared destiny a bright optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as Tomorrowland	English; French; Japanese	USA; Spain; France; UK	2 wins & 17 nominations	6.5	50.0	60	71526443.0	Walt Disney Pictures	22-May-15	2015	5	7038577.0	1423.0	14529.0	1027.0	190000000	93436322	Buena Vista	positive	objective	0.565354049	0.998000333	30747674	0	20761455	17569765	32675007	12706625	24295569	24118945
1298	Transformers: Dark of the Moon	2011	PG-13	13	154	Action; Adventure; Sci-Fi	Michael Bay	Shia LaBeouf; Rosie Huntington-Whiteley; Josh Duhamel; John Turturro	Autobots Bumblebee Ratchet Ironhide Mirage (aka Dino) Wheeljack (aka Que) and Sideswipe led by Optimus Prime are back in action taking on the evil Decepticons who are eager to avenge their recent defeat The Autobots and Decepticons become involved in a perilous space race between the United States and Russia to reach a hidden Cybertronian spacecraft on the moon and learn its secrets and once again Sam Witwicky has to go to the aid of his robot friends The new villain Shockwave is on the scene while the Autobots and Decepticons continue to battle it out on Earth	English	USA	Nominated for 3 Oscars Another 10 wins & 39 nominations	6.3	35.0	42	352358779.0	Paramount Studios	29-Jun-11	2011	6	1962337.0	925.0	3234.0	172.0	195000000	352390543	Paramount (DreamWorks)	neutral	subjective	0.753290355	1.0	56632092	0	9159624	9575722	21403795	9899276	-7228379	21139428
1299	Jack the Giant Slayer	2013	PG-13	13	114	Adventure; Fantasy	Bryan Singer	Nicholas Hoult; Eleanor Tomlinson; Ewan McGregor; Stanley Tucci	Sent to the market by his uncle to sell their horse and buy thatch for their roof Jack meets the beautiful Princess Isabelle whom he rescues her from ruffians He returns home only with a handful of beans given to him by a monk who claimed they were sacred but that does little to impress his uncle who tosses them away In the night the Princess arrives having run off to keep from marrying Roderick who is clearly only interested in becoming king Soon the beans take root with a giant stalk carrying away the princess and Jacks house He soon sets off on an adventure with the kings guards to rescue the princess only to find that a mythical land filled with giants really exists	English	USA	1 win & 4 nominations	6.3	52.0	51	65171860.0	Warner Bros.	1-Mar-13	2013	3	43498.0	1.0	17.0	6.0	195000000	65187603	Warner Bros. (New Line)	neutral	subjective	0.603993058	1.0	-8454756	0	9159624	9575722	8796158	9899276	-2697372	34076409
1300	Quantum of Solace	2008	PG-13	13	106	Action; Adventure; Thriller	Marc Forster	Daniel Craig; Olga Kurylenko; Mathieu Amalric; Judi Dench	Is there solace in revenge? Bond and M sniff a shadowy international network of power and corruption reaping billions As Bond pursues the agents of an assassination attempt on M all roads lead to Dominic Greene a world-renowned developer of green technology Greene a nasty piece of work is intent on securing a barren area of Bolivia in exchange for assisting a strongman stage a coup there The CIA looks the other way and only Bond with help from a retired spy and from a mysterious beauty stands in Greenes way M wonders if she can trust Bond or if vengeance possesses him Beyond that can anyone drawn to Bond live to tell the tale?	English; Spanish; Italian; French; Swiss German; German	UK; USA	Nominated for 2 BAFTA Film Awards Another 4 wins & 30 nominations	6.6	65.0	58	168400000.0	Sony/MGM	14-Nov-08	2008	11	1318869.0	907.0	1874.0	98.0	200000000	168368427	Sony / Columbia	neutral	subjective	0.739838779	1.0	5724820	-7666760	28549439	12012154	25171744	9899276	0	20441134
1301	2012	2009	PG-13	13	158	Action; Adventure; Sci-Fi	Roland Emmerich	John Cusack; Amanda Peet; Chiwetel Ejiofor; Thandie Newton	Dr Adrian Helmsley part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms learns that the earths core is heating up He warns US President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the worlds population the entire race is doomed Meanwhile writer Jackson Curtis stumbles on the same information While the worlds leaders race to build arks to escape the impending cataclysm Curtis struggles to find a way to save his family Meanwhile volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world	English; French; Tibetan; Mandarin; Russian; Hindi; Portuguese; Latin; Italian; Spanish	USA	5 wins & 21 nominations	5.8	40.0	49	166112167.0	Sony Pictures/Columbia	13-Nov-09	2009	11	1922449.0	1816.0	2497.0	430.0	200000000	166112167	Sony / Columbia	neutral	subjective	0.488826573	1.0	47038945	0	43837508	9575722	21403795	9899276	19319035	20441134
1302	Terminator Salvation	2009	PG-13	13	115	Action; Adventure; Sci-Fi	McG	Christian Bale; Sam Worthington; Moon Bloodgood; Helena Bonham Carter	In 2003 in the Longview State Correctional Facility the criminal Marcus Wright is on death row and is convinced by the cancerous Dr Serena Kogan to donate his body to her research and he accepts In 2018 after an unsuccessful attack to a Skynet facility only John Connor survives but he discovers that Skynet is developing the powerful new model T-800 Out of the blue Marcus appears naked and with amnesia in the location Marcus befriends the teenager Kyle Reese and the girl Star who help him to survive the lethal machines and they travel together in a Jeep Meanwhile the resistance discovers a signal that might turn-off the machines and John offers to test it When Kyle is captured by a machine and brought to the Skynet headquarters Marcus decides to help the youngster and heads to Skynet on the way he saves Blair Williams who suggests to him that he should meet John Connor first But Marcus steps on a mine and is submitted to surgery when a secret about his origins is disclosed	English; Italian	USA; Germany; UK; Italy	2 wins & 13 nominations	6.6	33.0	49	125286889.0	Warner Bros. Pictures	21-May-09	2009	5	84858.0	39.0	105.0	10.0	200000000	125322469	Warner Bros.	negative	subjective	0.706044197	1.0	60023220	2697999	13769248	16124187	21403795	9899276	18199373	12943408
1303	Iron Man 2	2010	PG-13	13	124	Action; Adventure; Sci-Fi	Jon Favreau	Robert Downey Jr.; Gwyneth Paltrow; Don Cheadle; Scarlett Johansson	With the world now aware of his dual life as the armored superhero Iron Man billionaire inventor Tony Stark faces pressure from the government the press and the public to share his technology with the military Unwilling to let go of his invention Stark along with Pepper Potts and James Rhodey Rhodes at his side must forge new alliances - and confront powerful enemies	English; French; Russian	USA	Nominated for 1 Oscar Another 7 wins & 42 nominations	7.0	73.0	57	312057433.0	Paramount Studios	7-May-10	2010	5	617914.0	164.0	2100.0	105.0	200000000	312433331	Paramount	neutral	objective	0.439881593	1.0	23744149	0	20211927	9575722	21403795	9899276	-7228379	20132369
1304	Prince of Persia: The Sands of Time	2010	PG-13	13	116	Action; Adventure; Fantasy	Mike Newell	Jake Gyllenhaal; Gemma Arterton; Ben Kingsley; Alfred Molina	Set in the mystical lands of Persia a rogue prince and a mysterious princess race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time -- a gift from the gods that can reverse time and allow its possessor to rule the world	English	USA	1 win & 10 nominations	6.6	36.0	50	90755643.0	Walt Disney Pictures	28-May-10	2010	5	4721940.0	1482.0	6592.0	377.0	200000000	90759676	Buena Vista	neutral	objective	0.77501148	1.0	-6352482	-40392392	9159624	9575722	13918947	9899276	24295569	24118945
1305	Toy Story 3	2010	G	1	103	Animation; Adventure; Comedy	Lee Unkrich	Tom Hanks; Tim Allen; Joan Cusack; Ned Beatty	Woody Buzz and the whole gang are back As their owner Andy prepares to depart for college his loyal toys find themselves in daycare where untamed tots with their sticky little fingers do not play nice So its all for one and one for all as they join Barbies counterpart Ken a thespian hedgehog named Mr Pricklepants and a pink strawberry-scented teddy bear called Lots-o-Huggin Bear to plan their great escape	English; Spanish	USA	Won 2 Oscars Another 58 wins & 91 nominations	8.3	99.0	92	414984497.0	Walt Disney Pictures	18-Jun-10	2010	6	10246456.0	2912.0	8134.0	1080.0	200000000	415004880	Buena Vista	neutral	subjective	0.502196789	1.0	46955140	0	15035100	9575722	22293110	18385330	24295569	24118945
1306	Cars 2	2011	G	1	106	Animation; Adventure; Comedy	John Lasseter; Brad Lewis(co-director)	Larry the Cable Guy; Owen Wilson; Michael Caine; Emily Mortimer	The famous race car Lightning McQueen and his team are invited to compete in the World Grand Prix race There McQueens best friend Mater finds himself involved in international espionage and alongside two professional British spies attempts to uncover a secret plan led by a mysterious mastermind and his criminal gang which threatens the lives of all competitors in the tournament	English; Italian; French; Japanese	USA	Nominated for 1 Golden Globe Another 1 win & 18 nominations	6.2	39.0	57	191450875.0	Walt Disney Pictures/PIXAR	24-Jun-11	2011	6	9783471.0	400.0	4723.0	1714.0	200000000	191452396	Buena Vista	positive	subjective	0.567634881	1.0	24288209	0	25371079	9575722	22293110	18385330	0	24118945
1307	Skyfall	2012	PG-13	13	143	Action; Adventure; Thriller	Sam Mendes	Daniel Craig; Judi Dench; Javier Bardem; Ralph Fiennes	When Bonds latest assignment goes gravely wrong and agents around the world are exposed MI6 is attacked forcing M to relocate the agency These events cause her authority and position to be challenged by Gareth Mallory (Ralph Fiennes) the new Chairman of the Intelligence and Security Committee With MI6 now compromised from both inside and out M is left with one ally she can trust: Bond 007 takes to the shadows - aided only by field agent Eve (Naomie Harris) - following a trail to the mysterious Silva (Javier Bardem) whose lethal and hidden motives have yet to reveal themselves	English	UK; USA	Won 2 Oscars Another 65 wins & 119 nominations	7.8	92.0	81	299300000.0	MGM	9-Nov-12	2012	11	25863717.0		53389.0	2298.0	200000000	304360277	Sony / Columbia	negative	subjective	0.932959676	1.0	-606623	-9818287	9159624	12012154	25171744	9899276	2878820	20441134
1308	Iron Man 3	2013	PG-13	13	130	Action; Adventure; Sci-Fi	Shane Black	Robert Downey Jr.; Gwyneth Paltrow; Don Cheadle; Guy Pearce	Marvels Iron Man 3 pits brash-but-brilliant industrialist Tony Stark/Iron Man against an enemy whose reach knows no bounds When Stark finds his personal world destroyed at his enemys hands he embarks on a harrowing quest to find those responsible This journey at every turn will test his mettle With his back against the wall Stark is left to survive by his own devices relying on his ingenuity and instincts to protect those closest to him As he fights his way back Stark discovers the answer to the question that has secretly haunted him: does the man make the suit or does the suit make the man?	English	China; USA	Nominated for 1 Oscar Another 17 wins & 61 nominations	7.2	80.0	62	408992272.0	Walt Disney Pictures	3-May-13	2013	5	3349525.0	2596.0	14358.0	635.0	200000000	409013994	Buena Vista	negative	subjective	0.659447849	1.0	7869671	-13738237	9159624	16850658	21403795	9899276	24295569	24118945
1309	X-Men: Days of Future Past	2014	PG-13	13	132	Action; Adventure; Sci-Fi	Bryan Singer	Hugh Jackman; James McAvoy; Michael Fassbender; Jennifer Lawrence	In the future the mutants and the humans that help them are slaughtered by powerful robots named Sentinels Professor Xavier Wolverine Magneto Storm Kitty Pryde and her friends meet at a monastery in China and Xavier explains that the invincible Sentinels were created using the DNA of Mystique that was captured in 1973 when she tried to assassinate their creator Dr Bolivar Trask Xavier tells that their only chance is return to 1973 using Prydes ability to join Charles Xavier and Erik Lehnsherr to convince Mystique to give up of her intention  However only Wolverine can withstand the damages of the time travel Will he succeed in stopping Mystique and the Sentinel Program and save the mutants and their human friends from annihilation?	English; Vietnamese; French	USA; UK; Canada	Nominated for 1 Oscar Another 15 wins & 47 nominations	8.0	90.0	74	199305306.0	20th Century Fox	23-May-14	2014	5	20932905.0	8142.0	56504.0	2624.0	200000000	233921534	Fox	neutral	subjective	0.631155789	1.0	46961504	0	2657569	20718828	21403795	9899276	12579404	13031627
1310	Guardians of the Galaxy Vol. 2	2017	PG-13	13	136	Action; Adventure; Sci-Fi	James Gunn	Chris Pratt; Zoe Saldana; Dave Bautista; Vin Diesel	After saving Xandar from Ronans wrath the Guardians are now recognized as heroes Now the team must help their leader Star Lord (Chris Pratt) uncover the truth behind his true heritage Along the way old foes turn to allies and betrayal is blooming And the Guardians find that they are up against a devastating new menace who is out to rule the galaxy	English	USA; New Zealand; Canada	Nominated for 1 Oscar Another 7 wins & 26 nominations	7.7	83.0	67	389804217.0	Walt Disney Pictures	5-May-17	2017	5	20064949.0	18700.0	235232.0	3792.0	200000000	389813101	Buena Vista	positive	subjective	0.816103756	1.0	54067239	-2178548	9159624	34607499	21403795	9899276	24295569	24118945
1311	Monsters University	2013	G	1	104	Animation; Adventure; Comedy	Dan Scanlon	Billy Crystal; John Goodman; Steve Buscemi; Helen Mirren	Mike Wazowski and James P Sullivan are an inseparable pair but that wasnt always the case From the moment these two mismatched monsters met they couldnt stand each other Monsters University unlocks the door to how Mike and Sulley overcame their differences and became the best of friends	English	USA	Nominated for 1 BAFTA Film Award Another 9 wins & 56 nominations	7.3	79.0	65	260300000.0	Walt Disney Pictures	21-Jun-13	2013	6	5321200.0	1616.0	13831.0	1437.0	200000000	268492764	Buena Vista	negative	subjective	0.400762439	1.0	115117376	0	9159624	9575722	22293110	18385330	24295569	24118945
1312	The Amazing Spider-Man 2	2014	PG-13	13	142	Action; Adventure; Sci-Fi	Marc Webb	Andrew Garfield; Emma Stone; Jamie Foxx; Dane DeHaan	Weve always known that Spider-Mans most important conflict has been within himself: the struggle between the ordinary obligations of Peter Parker and the extraordinary responsibilities of Spider-Man But in The Amazing Spider-Man 2 Peter Parker finds that his greatest battle is about to begin Its great to be Spider-Man For Peter Parker theres no feeling quite like swinging between skyscrapers embracing being the hero and spending time with Gwen But being Spider-Man comes at a price: only Spider-Man can protect his fellow New Yorkers from the formidable villains that threaten the city With the emergence of Electro Peter must confront a foe far more powerful than he And as his old friend Harry Osborn returns Peter comes to realize that all of his enemies have one thing in common: Oscorp	English	USA	3 wins & 29 nominations	6.7	52.0	53	183277573.0	Sony Pictures	2-May-14	2014	5	14372068.0	11565.0	53513.0	2570.0	200000000	202853933	Sony / Columbia	negative	subjective	0.595071256	1.0	6524681	17801212	9159624	9575722	21403795	9899276	21745046	20441134
1313	Finding Dory	2016	PG	7	97	Animation; Adventure; Comedy	Andrew Stanton; Angus MacLane(co-director)	Ellen DeGeneres; Albert Brooks; Ed O'Neill; Kaitlin Olson	Dory is a wide-eyed blue tang fish who suffers from memory loss every 10 seconds or so The one thing she can remember is that she somehow became separated from her parents as a child With help from her friends Nemo and Marlin Dory embarks on an epic adventure to find them Her journey brings her to the Marine Life Institute a conservatory that houses diverse ocean species	English; Indonesian	USA	Nominated for 1 BAFTA Film Award Another 15 wins & 42 nominations	7.4	94.0	77	486292984.0	Walt Disney Pictures/PIXAR	17-Jun-16	2016	6	3755222.0	1006.0	12774.0	405.0	200000000	486295561	Buena Vista	negative	subjective	0.471804321	1.0	-34957394	0	19248388	9575722	22293110	12706625	0	24118945
1314	King Kong	2005	PG-13	13	187	Action; Adventure; Drama	Peter Jackson	Naomi Watts; Jack Black; Adrien Brody; Thomas Kretschmann	Carl Denham needs to finish his movie and has the perfect location Skull Island But he still needs to find a leading lady This soon-to-be-unfortunate soul is Ann Darrow No one knows what they will encounter on this island and why it is so mysterious but once they reach it they will soon find out Living on this hidden island is a giant gorilla and this beast now has Ann is its grasps Carl and Anns new love Jack Driscoll must travel through the jungle looking for Kong and Ann whilst avoiding all sorts of creatures and beasts But Carl has another plan in mind	English	New Zealand; USA; Germany	Won 3 Oscars Another 43 wins & 100 nominations	7.2	84.0	81	218100000.0	Universal Pictures	14-Dec-05	2005	12	1679219.0	573.0	2940.0	247.0	207000000	218080025	Universal	neutral	subjective	0.459905952	1.0	-19058015	0	9159624	34133846	20219876	9899276	20852222	24540500
