X,title,year,rated,min_age,runtime.min.,genres,director,actors,plot,languages,country,awards,imdbRating,rottenTomatoesRating,metacriticRating,boxoffice,production,ReleaseDate,YearReleased,MonthReleased,viewCount,commentCount,likeCount,dislikeCount,Production.Budget,Domestic.Total.Gross,Distributor,polarity,subjectivity,polarity_confidence,subjectivity_confidence,actorAR,directorAR,languageAR,countryAR,genreAR,ratingAR,productionAR,distributionAR,Domestic.Total.Gross_ln,Domestic.Total.Gross_sqrt,likeCount_ln,dislikeCount_ln,dislikeCount_rc,like_ratio
794,A Hologram for the King,2016,R,17,98,Comedy; Drama; Romance,Tom Tykwer,Tom Hanks; Alexander Black; Sarita Choudhury; Sidse Babett Knudsen,A failed American sales rep looks to recoup his losses by traveling to Saudi Arabia and selling his companys product to a wealthy monarch,English; Arabic,UK; France; Germany; Mexico; USA,2 wins & 3 nominations,6.1,73,58,NA,Roadside Attractions,22-Apr-16,2016,4,163668,2,19,15,35000000,4212494,Roadside Attractions,negative,objective,0.459566861,1,-71088632,-30787506,22103753,27222781,27926409,8133748,-6218107,-5768780,15.253565429309395,2052.4361135002473,2.9444389791664403,2.70805020110221,15,1.2666666666666666
795,Neighbors 2: Sorority Rising,2016,R,17,92,Comedy,Nicholas Stoller,Seth Rogen; Zac Efron; Rose Byrne; Chloë Grace Moretz,Mac (Seth Rogen) and Kelly (Rose Byrne) are ready to make the final move into adulthood But just as they thought they have reclaimed the neighborhood they learn that their new neighbors are even more out of control than the last To evict them they will need help from their ex neighbor (Zac Efron),English,USA,3 wins & 5 nominations,5.7,62,58,NA,Universal Pictures,20-May-16,2016,5,17780837,8129,104632,5118,35000000,55455765,Universal,neutral,subjective,0.613155007,1,77813784,24867567,9159624,9575722,11237616,8133748,20852222,24540500,17.831096233894723,7446.862762264389,11.558204711168989,8.540519016719735,5118,20.443923407581085
796,In Her Shoes,2005,PG-13,13,130,Comedy; Drama; Romance,Curtis Hanson,Cameron Diaz; Anson Mount; Toni Collette; Richard Burgi,Two sisters plus a dead mother a remarried father and a hostile step-mother The sisters each in her way have perfected the art of losing The elder Rose is an attorney responsible lonely with a closet full of shoes The younger is Maggie beautiful selfish and irresponsible Her drunken behavior gets her tossed by her step-mother from her dads house worse behavior gets her tossed from Roses apartment Then while searching in her fathers desk for money to filch Maggie finds an address the past and the future open up to her and with any luck may open to her sister as well,English,USA; Germany; UK,Nominated for 1 Golden Globe Another 1 win & 6 nominations,6.5,75,60,32815761,20th Century Fox,7-Oct-05,2005,10,1348972,71,742,67,35000000,32880591,Fox,neutral,objective,0.455519676,1,5819583,-2119409,9159624,20245175,27926409,9899276,12579404,13031627,17.30839310244327,5734.160008231372,6.60934924316738,4.204692619390966,67,11.074626865671641
797,Phantom Thread,2017,R,17,130,Drama; Romance,Paul Thomas Anderson,Vicky Krieps; Daniel Day-Lewis; Lesley Manville; Sue Clark,Set in 1950s London Reynolds Woodcock is a renowned dressmaker whose fastidious life is disrupted by a young strong-willed woman Alma who becomes his muse and lover,English,USA,Nominated for 6 Oscars Another 32 wins & 91 nominations,8,91,90,947190,Focus Features,25-Dec-17,2017,12,9366349,2196,23703,3357,35000000,20721535,Focus Features,neutral,objective,0.565264761,1,-30514495,-8016925,9159624,9575722,16688793,8133748,3463844,-395282,16.84668405562313,4552.091277643716,10.073356901390843,8.118802996980035,3357,7.06076854334227
798,Hot Tub Time Machine,2010,R,17,101,Comedy; Sci-Fi,Steve Pink,John Cusack; Clark Duke; Craig Robinson; Rob Corddry,Three friends on losing streaks: Adam whose girlfriend dumped him Nick with a dead-end job and a cheating wife and Lou a suicidal alcoholic To help Lou recover from car-exhaust poisoning Adam and Nick with Adams nephew Jacob go to a winter resort that was their old party place Its now a dump but the lads rally for a night of drinking in the hot tub Somehow the hot tub takes them back to 1986 on a fateful night for each of them Maybe if they do everything the same way they did that night theyll get back to the future so Jacob can be born There are serious temptations to do things differently Will they make it back to their sorry lives? And what about Jacob?,English; Russian,USA,5 nominations,6.4,63,63,48925682,MGM,26-Mar-10,2010,3,27475,0,23,4,36000000,50287556,MGM,negative,subjective,0.717627943,1,23859466,6301103,15344220,9575722,18340865,8133748,2878820,2869539,17.733268208836378,7091.371940605005,3.1354942159291497,1.3862943611198906,4,5.75
799,Hall Pass,2011,R,17,105,Comedy; Romance,Bobby Farrelly; Peter Farrelly,Owen Wilson; Jason Sudeikis; Jenna Fischer; Christina Applegate,A couple of married guys are always looking at other women Their wives are fed up with their behavior and grant them a hall pass: a week off their marriage allowing them to do anything But the guys take their time and their week is almost up What they dont realize is that at the same time their wives make connections of their own,English,USA,NA,5.9,34,45,45045037,Warner Bros. Pictures,25-Feb-11,2011,2,1706753,228,1728,133,36000000,45060734,Warner Bros. (New Line),negative,subjective,0.451009512,1,35561152,20445949,9159624,9575722,22007079,8133748,18199373,34076409,17.623521782227623,6712.729251206249,7.454719949364001,4.890349128221754,133,12.992481203007518
800,Dolphin Tale 2,2014,PG,7,107,Drama; Family,Charles Martin Smith,Morgan Freeman; Ashley Judd; Juliana Harkavy; Kris Kristofferson,It has been several years since young Sawyer Nelson and the dedicated team at the Clearwater Marine Hospital headed by Dr Clay Haskett rescued Winter With the help of Dr Cameron McCarthy who developed a unique prosthetic tail for the injured dolphin they were able to save her life Yet their fight is not over Winters surrogate mother the very elderly dolphin Panama has passed away leaving Winter without the only poolmate she has ever known However the loss of Panama may have even greater repercussions for Winter who according to USDA regulations cannot be housed alone as dolphins social behavior requires them to be paired with other dolphins Time is running out to find a companion for her before the team at Clearwater loses their beloved Winter to another aquarium,English,USA,3 nominations,6.4,66,58,NA,Warner Bros. Pictures,12-Sep-14,2014,9,1965093,610,3613,228,36000000,42024533,Warner Bros.,neutral,subjective,0.628314555,1,24490990,6024533,9159624,9575722,24293791,12706625,18199373,12943408,17.553764124764136,6482.633184131276,8.19229373114764,5.429345628954441,228,15.846491228070175
801,Ip Man 3,2015,PG-13,13,105,Action; Biography; Drama,Wilson Yip,Donnie Yen; Lynn Hung; Jin Zhang; Mike Tyson,The year is 1959 where Ip Man lives in Hong Kong with his wife and his younger son Trouble arises when a corrupt property developer and his thugs terrorize the school where Ip Mans son goes to Ip Man and his disciples have to help the police guard the school day and night On the other hand Ip Man has to deal with his wifes terminal sickness and at the same time faces a challenge from another Wing Chun fighter who ambitiously seeks to claim the Wing Chun Grandmaster title,English; Cantonese,China; Hong Kong,1 win & 20 nominations,7.1,NA,57,NA,NA,22-Jan-16,2016,1,93906,6,148,10,36000000,2679437,Well Go USA,neutral,objective,0.603532672,1,-133282252,-33320563,22281727,18678412,16053762,9899276,2061285,-33320563,14.801117255791409,1636.8985918498433,4.997212273764115,2.302585092994046,10,14.8
802,Burn After Reading,2008,R,17,96,Comedy; Crime; Drama,Ethan Coen; Joel Coen,George Clooney; Frances McDormand; Brad Pitt; John Malkovich,Osbourne Cox a Balkan expert resigned from the CIA because of a drinking problem so he begins a memoir His wife wants a divorce and expects her lover Harry a philandering State Department marshal to leave his wife A CD-ROM falls out of a gym bag at a Georgetown fitness center Two employees there try to turn it into cash: Linda who wants money for cosmetic surgery and Chad an amiable goof Information on the disc leads them to Osbourne who rejects their sales pitch then they visit the Russian embassy To sweeten the pot they decide they need more of Osbournes secrets Meanwhile Lindas boss likes her and Harrys wife leaves for a book tour All roads lead to Osbournes house,English,USA; UK; France,Nominated for 2 Golden Globes Another 5 wins & 27 nominations,7,79,63,60338891,Focus Features,12-Sep-08,2008,9,34297,19,35,1,37000000,60355347,Focus Features,negative,subjective,0.499512613,1,47839031,72948048,9159624,16829699,19579252,8133748,3463844,-395282,17.91576010141738,7768.870381207296,3.5553480614894135,0,1,35
803,Space Chimps,2008,G,1,81,Animation; Adventure; Comedy,Kirk De Micco,Andy Samberg; Cheryl Hines; Jeff Daniels; Patrick Warburton,Ham III the grandson of the first chimp astronaut is blasted off into space by an opportunity-seeking senator Soon the fun-loving chimp has to get serious about the mission at hand ridding a far-away planet of their nefarious leader Fortunately for Ham III two of his simian peers are along for the ride,English,USA,1 nomination,4.5,34,36,29942542,20th Century Fox,18-Jul-08,2008,7,42011,4,15,1,37000000,30105968,Fox,neutral,objective,0.495924592,1,-32983908,-6894032,9159624,9575722,22293110,18385330,12579404,13031627,17.220233982490974,5486.890558412843,2.70805020110221,0,1,15
804,Twilight,2008,PG-13,13,122,Drama; Fantasy; Romance,Catherine Hardwicke,Kristen Stewart; Sarah Clarke; Matt Bushell; Billy Burke,Bella Swan has always been a little bit different Never one to run with the crowd Bella never cared about fitting in with the trendy plastic girls at her Phoenix Arizona high school When her mother remarried and Bella chooses to live with her father in the rainy little town of Forks Washington she didnt expect much of anything to change But things do change when she meets the mysterious and dazzlingly beautiful Edward Cullen For Edward is nothing like any boy shes ever met Hes nothing like anyone shes ever met period Hes intelligent and witty and he seems to see straight into her soul In no time at all they are swept up in a passionate and decidedly unorthodox romance - unorthodox because Edward really isnt like the other boys He can run faster than a mountain lion He can stop a moving car with his bare hands Oh and he hasnt aged since 1918 Like all vampires hes immortal Thats right - vampire But he doesnt have fangs - thats just in the movies And he doesnt drink human blood though Edward and his family are unique among vampires in that lifestyle choice To Edward Bella is that thing he has waited 90 years for - a soul mate But the closer they get the more Edward must struggle to resist the primal pull of her scent which could send him into an uncontrollable frenzy Somehow or other they will have to manage their unmanageable love But when unexpected visitors come to town and realize that there is a human among them Edward must fight to save Bella? A modern visual and visceral Romeo and Juliet story of the ultimate forbidden love affair - between vampire and mortal,English,USA,29 wins & 15 nominations,5.2,49,56,191449475,Summit Entertainment,21-Nov-08,2008,11,10735445,6516,21753,1391,37000000,192769854,Summit Entertainment,negative,subjective,0.840103805,1,403131193,45901844,9159624,9575722,16307194,9899276,11176802,15758336,19.077007568994226,13884.158382847698,9.987506958039702,7.237778191923443,1391,15.638389647735442
805,The Rite,2011,PG-13,13,114,Drama; Horror; Mystery,Mikael Håfström,Anthony Hopkins; Colin O'Donoghue; Alice Braga; Ciarán Hinds,Michael the son of a funeral director grows indifferent to his father and joins a Seminary On his way to the course completion he is overwhelmed by a strong lack of faith His religious beliefs are further jolted when he sees a young girl haplessly dying in a road accident for whom he reluctantly performs the ritual to absolve her sins His mentor still believes in him and urges him to go to Italy to take an exorcism course hoping that he it would strengthen his faith in Christianity In Italy he attends a session from Father Xavier who soon becomes aware of his skepticism As a result he sends him to an eminent Jesuit exorcist Father Lucas whose ways though questionable are quite effective He witnesses the exorcism of a sixteen year old girl but still seems unconvinced Father Lucas explains to him that it takes multiple sessions over a long stretch of time to completely free a victim from the demon Despite witnessing some supernatural occurrences during the aforesaid exorcism Michael is as skeptical as ever After the second exorcism the girls condition becomes quite critical as she is moved to a hospital She soon dies and the demon finds a new victim As the moment of reckoning draws near Micheal may be the only hope left but first he must overcome his own doubts and apprehensions in order to fight and destroy the ominous forces,English; Welsh; Italian; Latin; Russian; Hungarian,USA; Hungary; Italy,1 win & 5 nominations,6,21,38,33037754,Warner Bros. Pictures/New Line Cinema,28-Jan-11,2011,1,2997532,1461,3002,243,37000000,33047633,Warner Bros. (New Line),neutral,subjective,0.869220078,1,-33624496,19019112,29457538,10972493,37280184,9899276,-3952367,34076409,17.31346050293777,5748.707072029327,8.007034012193408,5.493061443340548,243,12.353909465020577
806,Aloha,2015,PG-13,13,105,Comedy; Drama; Romance,Cameron Crowe,Bradley Cooper; Emma Stone; Rachel McAdams; Bill Murray,A celebrated military contractor returns to the site of his greatest career triumphs - the US Space program in Honolulu Hawaii - and reconnects with a long-ago love while unexpectedly falling for the hard-charging Air Force watchdog assigned to him,English; Hawaiian; Russian,USA,2 wins & 7 nominations,5.4,19,40,15669178,Sony Pictures,29-May-15,2015,5,9719845,2333,21498,1521,37000000,21067116,Sony / Columbia,positive,subjective,0.600390851,1,126932077,-2819302,23964009,9575722,27926409,9899276,21745046,20441134,16.863223899335438,4589.892809205897,9.975715186533009,7.327123292259293,1521,14.134122287968442
807,The Master,2012,R,17,138,Drama,Paul Thomas Anderson,Joaquin Phoenix; Price Carson; Mike Howard; Sarah Shoshana David,Returning from Navy service in World War II Freddie Quell drifts through a series of breakdowns Finally he stumbles upon a cult which engages in exercises to clear emotions and he becomes deeply involved with them,English,USA,Nominated for 3 Oscars Another 76 wins & 179 nominations,7.1,86,86,158e5,The Weinstein Company,14-Sep-12,2012,9,4643674,3272,7576,433,37500000,16377274,Weinstein Company,neutral,subjective,0.591723025,1,-46850471,-8016925,9159624,9575722,5919330,8133748,4896905,4433571,16.61140520007302,4046.8844806838756,8.932740634865914,6.07073772800249,433,17.496535796766743
808,Ghosts of Girlfriends Past,2009,PG-13,13,100,Comedy; Fantasy; Romance,Mark Waters,Matthew McConaughey; Jennifer Garner; Michael Douglas; Breckin Meyer,Connor Mead a successful fashion photographer and a Lothario keen on casual sex goes to his younger brothers wedding to convince him not to marry He arrives at his dead uncles estate during the rehearsal the night before the wedding he starts in taking his brother aside trashing marriage Later in the mens room his uncle who taught Connor all he knows about women appears to him confesses to have been wrong and tells Connor that three ghosts will visit him that night: the ghosts of girlfriends past present and future Connor has already set the breakup in motion Can he learn anything from his life and fix what hes broken?,English,USA,1 win,5.8,26,34,55179308,Warner Bros. Pictures,1-May-09,2009,5,1070006,159,1334,62,37500000,55250026,Warner Bros. (New Line),neutral,subjective,0.762408018,1,56645357,-4713288,9159624,9575722,21625480,9899276,18199373,34076409,17.82737936895026,7433.036122608311,7.195937226475569,4.127134385045092,62,21.516129032258064
809,Cursed,2005,PG-13,13,97,Comedy; Horror,Wes Craven,Portia de Rossi; Mya; Shannon Elizabeth; Kristina Anapau,Ellie has been taking care of her younger brother Jimmy since their parents death One night after picking him up from a party they are involved in a car accident on Mullholland Drive While trying to rescue a woman from the other car a creature attacks and kills her also injuring both Ellie and Jimmy After some research Jimmy realizes the creature could only have been a werewolf,English,Germany; USA,3 nominations,5,NA,31,NA,NA,25-Feb-05,2005,2,42805,9,152,13,38000000,19297522,Dimension Films,negative,subjective,0.52433461,1,-74809912,278672,9159624,17808743,29505056,9899276,2061285,7700671,16.775487251849544,4392.894489969,5.0238805208462765,2.5649493574615367,13,11.692307692307692
810,The Ugly Truth,2009,R,17,96,Comedy; Romance,Robert Luketic,Katherine Heigl; Gerard Butler; Bree Turner; Eric Winter,A romantically challenged morning show producer is reluctantly embroiled in a series of outrageous tests by her chauvinistic correspondent to prove his theories on relationships and help her find love His clever ploys however lead to an unexpected result,English,USA,3 wins & 5 nominations,6.5,13,28,88915214,Sony Pictures/Columbia,24-Jul-09,2009,7,3573957,383,5721,235,38000000,88915214,Sony / Columbia,neutral,subjective,0.750063896,1,140845383,45423257,9159624,9575722,22007079,8133748,19319035,20441134,18.303193821950007,9429.48641231324,8.651898894268529,5.459585514144159,235,24.34468085106383
811,Life as We Know It,2010,PG-13,13,114,Comedy; Drama; Romance,Greg Berlanti,Katherine Heigl; Josh Duhamel; Josh Lucas; Alexis Clagett,Holly and Eric were set up on a blind date by their friends Peter and Allison who are married After Peter and Allison are killed in an accident they learn that they have been named as the guardians to Peter and Allisons daughter Sophie So they move into their house and try their best to honor their friends wishes But raising a child puts a crimp on their style and they dont exactly get along,English,USA,2 nominations,6.6,28,39,53358964,Warner Bros. Pictures,8-Oct-10,2010,10,40746,2,52,2,38000000,53374681,Warner Bros.,neutral,subjective,0.70816505,1,70463887,15374681,9159624,9575722,27926409,9899276,18199373,12943408,17.792847052914407,7305.7977661580535,3.9512437185814275,0.6931471805599453,2,26
812,True Grit,2010,PG-13,13,110,Adventure; Drama; Western,Ethan Coen; Joel Coen,Jeff Bridges; Hailee Steinfeld; Matt Damon; Josh Brolin,Following the murder of her father by hired hand Tom Chaney 14-year-old farm girl Mattie Ross sets out to capture the killer To aid her she hires the toughest US marshal she can find a man with true grit Reuben J Rooster Cogburn Mattie insists on accompanying Cogburn whose drinking sloth and generally reprobate character do not augment her faith in him Against his wishes she joins him in his trek into the Indian Nations in search of Chaney They are joined by Texas Ranger LaBoeuf who wants Chaney for his own purposes The unlikely trio find danger and surprises on the journey and each has his or her grit tested,English,USA,Nominated for 10 Oscars Another 37 wins & 153 nominations,7.6,95,80,171031347,Paramount Pictures,22-Dec-10,2010,12,35013,2,11,0,38000000,171243005,Paramount,neutral,subjective,0.841751099,1,182919354,72948048,9159624,9575722,28920463,9899276,22280237,20132369,18.95859418755703,13085.985060361332,2.3978952727983707,-Inf,1,11
813,Water for Elephants,2011,PG-13,13,120,Drama; Romance,Francis Lawrence,Reese Witherspoon; Robert Pattinson; Christoph Waltz; Paul Schneider,After his parents death Jacob Jankowski is left penniless and homeless Events lead him to joining the circus as their vet working under their unstable boss August whose violent tendencies give everyone reason to be cautious around him including his beautiful and quiet wife Marlena whom August is very possessive of and who Jacob finds himself soon falling in love with,English; Polish,USA,3 wins & 13 nominations,6.9,60,52,58700247,20th Century Fox,22-Apr-11,2011,4,194395,71,252,18,38000000,58709717,Fox,neutral,subjective,0.689287126,1,14364126,20709717,14328792,9575722,16688793,9899276,12579404,13031627,17.888115807725566,7662.22663460172,5.529429087511423,2.8903717578961645,18,14
814,Riddick,2013,R,17,119,Action; Sci-Fi; Thriller,David Twohy,Vin Diesel; Jordi Mollà; Matt Nable; Katee Sackhoff,The infamous Riddick has been left for dead on a sun-scorched planet that appears to be lifeless Soon however he finds himself fighting for survival against alien predators more lethal than any human hes encountered The only way off is for Riddick to activate an emergency beacon and alert mercenaries who rapidly descend to the planet in search of their bounty The first ship to arrive carries a new breed of merc more lethal and violent while the second is captained by a man whose pursuit of Riddick is more personal With time running out and a storm on the horizon that no one could survive his hunters wont leave the planet without Riddicks head as their trophy,English,USA,2 nominations,6.4,57,49,35512027,Universal Classics,6-Sep-13,2013,9,8262443,4222,17496,1221,38000000,42025135,Universal,negative,subjective,0.536691487,1,48286820,2770297,9159624,9575722,23097236,8133748,4025135,24540500,17.55377844962738,6482.679615714477,9.769727562356604,7.107425474110705,1221,14.32923832923833
815,The 5th Wave,2016,PG-13,13,112,Action; Adventure; Sci-Fi,J Blakeson,Chloë Grace Moretz; Matthew Zuk; Gabriela Lopez; Bailey Anne Borders,Four waves of increasingly deadly attacks have left most of Earth in ruin Against a backdrop of fear and distrust Cassie is on the run desperately trying to save her younger brother As she prepares for the inevitable and lethal fifth wave Cassie teams up with a young man who may become her final hope - if she can only trust him,English,USA,1 nomination,5.2,15,33,NA,Sony Pictures,22-Jan-16,2016,1,31138,19,193,26,38000000,34916787,Sony / Columbia,negative,subjective,0.70016402,1,6925179,-3083213,9159624,9575722,21403795,9899276,21745046,20441134,17.36847827439319,5909.042815888204,5.262690188904886,3.258096538021482,26,7.423076923076923
816,How to Be Single,2016,R,17,110,Comedy; Romance,Christian Ditter,Dakota Johnson; Rebel Wilson; Leslie Mann; Damon Wayans Jr.,Theres a right way to be single a wrong way to be single and thentheres Alice And Robin Lucy Meg Tom David New York City is full of lonely hearts seeking the right match be it a love connection a hook-up or something in the middle And somewhere between the teasing texts and one-night stands what these unmarrieds all have in common is the need to learn how to be single in a world filled with ever-evolving definitions of love Sleeping around in the city that never sleeps was never so much fun,English,USA,3 nominations,6.1,47,51,NA,Warner Bros. Pictures,12-Feb-16,2016,2,7167295,1303,37339,1557,38000000,46843513,Warner Bros. (New Line),neutral,subjective,0.539197147,1,144010390,8843513,9159624,9575722,22007079,8133748,18199373,34076409,17.662323093881433,6844.232097174963,10.527793635805121,7.350516171833998,1557,23.981374438021838
817,Captain Underpants: The First Epic Movie,2017,PG,7,89,Animation; Action; Comedy,David Soren,Kevin Hart; Ed Helms; Nick Kroll; Thomas Middleditch,Two overly imaginative pranksters named George and Harold hypnotize their principal into thinking hes a ridiculously enthusiastic incredibly dimwitted superhero named Captain Underpants,English,USA; Canada; France; UK; India,8 nominations,6.2,86,69,73895861,20th Century Fox,2-Jun-17,2017,6,11870832,19835,183423,9208,38000000,73921000,Fox,positive,subjective,0.453267843,1,132634184,35921000,9159624,39844944,18238142,12706625,12579404,13031627,18.118507513344728,8597.732259148339,12.11955023988366,9.127827950401718,9208,19.91996090356212
818,Only the Brave,2017,PG-13,13,134,Biography; Drama,Joseph Kosinski,Josh Brolin; Miles Teller; Jeff Bridges; Jennifer Connelly,Based on the true story of the Granite Mountain Hotshots a group of elite firefighters who risk everything to protect a town from a historic wildfire,English,USA,3 nominations,7.7,87,72,18255680,Columbia Pictures,20-Oct-17,2017,10,2010448,391,3532,152,38000000,150000,Indican,neutral,objective,0.454690903,0.999999968,19973776,-37850000,9159624,9575722,10930973,9899276,12442899,-18918890,11.918390573078392,387.2983346207417,8.16961956172385,5.0238805208462765,152,23.236842105263158
819,Shoot 'Em Up,2007,R,17,86,Action; Comedy; Crime,Michael Davis,Clive Owen; Paul Giamatti; Monica Bellucci; Stephen McHattie,Late at night in an unnamed US city a solitary man sits at a bus stop A pregnant woman runs by pursued by a man with a gun With reluctance the man at the bus stop rescues her and assists with the babys delivery while additional pursuers fire at them including the gangs particularly nasty leader an intuitive man named Hertz Our hero known only as Smith determines to save the child and find out why Hertz wants the baby dead At a local bordello he tries to employ a lactating hooker to watch the child but things quickly escalate and this makeshift family is soon on the run Heavy metal music calms the baby Why? A laboratory gun factory and presidential campaign all figure in Smiths quest for the childs safe deliverance,English; Italian,USA,3 nominations,6.7,67,49,128e5,New Line Cinema,7-Sep-07,2007,9,2782461,956,2840,225,39000000,12807139,New Line,negative,subjective,0.887170732,1,-74766194,-26192861,13769248,9575722,18782711,8133748,11056127,6926138,16.365513307788834,3578.7063305054803,7.951559331155252,5.41610040220442,225,12.622222222222222
820,Because I Said So,2007,PG-13,13,102,Comedy; Romance,Michael Lehmann,Diane Keaton; Mandy Moore; Gabriel Macht; Tom Everett Scott,Daphne Wilder is a mother whose love knows no bounds or boundaries She is the proud mom of three daughters: stable psychologist Maggie sexy and irreverent Mae and insecure adorable Milly - who when it comes to men is like psychotic flypaper In order to prevent her youngest from making the same mistakes she did Daphne decides to set Milly up with the perfect man Little does Milly know however that her mom placed an ad in the on-line personals to find him Comic mayhem unfolds as Daphne continues to do the wrong thing for the right reasonsall in the name of love In a battle of strong wills the mother-daughter dynamic is tested in all its fierce wacky complexity The girls help Daphne finally discover the truths and impossibilities of motherly love all while trying to answer the questions: where does it begin and where should it end?,English; Mandarin; Italian,USA,1 nomination,5.6,4,26,42640890,Universal Pictures,2-Feb-07,2007,2,793971,0,666,42,39000000,42674040,Universal,positive,subjective,0.84142226,1,27960435,3674040,11694629,9575722,22007079,9899276,20852222,24540500,17.569101330785422,6532.537026301497,6.501289670540389,3.7376696182833684,42,15.857142857142858
821,Hostiles,2017,R,17,134,Adventure; Drama; Western,Scott Cooper,Scott Shepherd; Rosamund Pike; Ava Cooper; Stella Cooper,In 1892 a legendary Army captain reluctantly agrees to escort a Cheyenne chief and his family through dangerous territory,English; Cheyenne,USA,2 wins & 3 nominations,7.3,73,65,402903,Entertainment Studios Motion Pictures,22-Dec-17,2017,12,4919458,43,4614,44,39000000,29608024,Entertainment Studios,neutral,objective,0.622875273,0.998861232,-37567904,5494714,-232352,9575722,28920463,8133748,14707608,14707608,17.203555963639534,5441.325573791739,8.4368504387337,3.784189633918261,44,104.86363636363636
822,Get Rich or Die Tryin',2005,R,17,117,Biography; Crime; Drama,Jim Sheridan,50 Cent; Adewale Akinnuoye-Agbaje; Joy Bryant; Omar Benson Miller,A tale of an inner city drug dealer who turns away from crime to pursue his passion rap music,English; Spanish,USA; Canada,6 wins & 3 nominations,5.2,16,45,30885034,Paramount Pictures,9-Nov-05,2005,11,406850,96,396,18,40000000,30985352,Paramount,neutral,subjective,0.636914372,1,-55543680,-18856154,15035100,18282396,13353279,8133748,22280237,20132369,17.249025134649465,5566.448778170872,5.981414211254481,2.8903717578961645,18,22
823,Rent,2005,PG-13,13,135,Drama; Musical; Romance,Chris Columbus,Anthony Rapp; Adam Pascal; Rosario Dawson; Jesse L. Martin,This rock opera tells the story of one year in the life of a group of bohemians struggling in modern day East Village New York The story centers around Mark and Roger two roommates While a former tragedy has made Roger numb to life Mark tries to capture it through his attempts to make a film In the year that follows the group deals with love loss AIDS and modern day life in one truly powerful story,English,USA,1 win & 21 nominations,7,46,53,29077547,Sony Pictures,23-Nov-05,2005,11,202438,NA,NA,NA,40000000,29077547,Sony (Revolution),neutral,subjective,0.617695332,1,-26985109,-10922453,9159624,9575722,26266795,9899276,21745046,4649015,17.18547685356407,5392.36005845307,NA,NA,NA,NA
824,Sin City,2005,R,17,124,Crime; Thriller,Frank Miller; Robert Rodriguez; Quentin Tarantino,Jessica Alba; Devon Aoki; Alexis Bledel; Powers Boothe,Four tales of crime adapted from Frank Millers popular comics focusing around a muscular brute whos looking for the person responsible for the death of his beloved Goldie a man fed up with Sin Citys corrupt law enforcement who takes the law into his own hands after a horrible mistake a cop who risks his life to protect a girl from a deformed pedophile and a hitman looking to make a little cash,English,USA,33 wins & 51 nominations,8,77,74,NA,Dimension Films,1-Apr-05,2005,4,2294413,1177,4180,150,40000000,74103820,Dimension Films,positive,objective,0.442682654,1,69271756,75884689,9159624,9575722,13293504,8133748,45088137,7700671,18.120977640894374,8608.357566922972,8.338066525518801,5.0106352940962555,150,27.866666666666667
825,Wedding Crashers,2005,R,17,119,Comedy; Romance,David Dobkin,Owen Wilson; Vince Vaughn; Christopher Walken; Rachel McAdams,Two friends John (played by Owen Wilson) and Jeremy (Vince Vaughn) crash weddings to pick up women One day they crash the wedding of the daughter of the Treasury Secretary Secretary Cleary (Christopher Walken) Instead of short-term flings they end up being invited to the Clearys island estate and potentially meet the loves of their lives,English,USA,11 wins & 11 nominations,7,76,64,209218368,New Line Cinema,15-Jul-05,2005,7,1250958,90,1268,80,40000000,209255921,New Line,neutral,subjective,0.815826774,1,136467152,50485594,9159624,9575722,22007079,8133748,11056127,6926138,19.159068563229823,14465.680799741158,7.145196134997171,4.382026634673881,80,15.85
826,Apocalypto,2006,R,17,139,Action; Adventure; Drama,Mel Gibson,Rudy Youngblood; Dalia Hernández; Jonathan Brewer; Morris Birdyellowhead,In the Maya civilization a peaceful tribe is brutally attacked by warriors seeking slaves and human beings for sacrifice for their gods Jaguar Paw hides his pregnant wife and his son in a deep hole nearby their tribe and is captured while fighting with his people An eclipse spares his life from the sacrifice and later he has to fight to survive and save his beloved family,Maya,USA,Nominated for 3 Oscars Another 9 wins & 20 nominations,7.8,65,68,50772724,Buena Vista Pictures,8-Dec-06,2006,12,4101625,930,7114,533,40000000,50866635,Buena Vista,negative,subjective,0.550063014,1,43466540,10866635,-7185503,9575722,20219876,8133748,28777378,24118945,17.74471776560373,7132.0848985412395,8.8698199525084,6.278521424165844,533,13.347091932457786
827,Eight Below,2006,PG,7,120,Adventure; Drama; Family,Frank Marshall,Paul Walker; Bruce Greenwood; Moon Bloodgood; Wendy Crewson,In the Antarctic after an expedition with Dr Davis McClaren the sled dog trainer Jerry Shepherd has to leave the polar base with his colleagues due to the proximity of a heavy snow storm He ties his dogs to be rescued after but the mission is called-off and the dogs are left alone at their own fortune For six months Jerry tries to find a sponsor for a rescue mission while his dogs fight for survival,English,USA,2 wins & 2 nominations,7.3,72,64,81593527,Buena Vista Pictures,17-Feb-06,2006,2,1055306,470,1873,46,40000000,81612565,Buena Vista,neutral,subjective,0.531918526,1,95840429,41612565,9159624,9575722,33471548,12706625,28777378,24118945,18.21749379092333,9033.967290177667,7.5352967024440884,3.828641396489095,46,40.71739130434783
