Title,ReleaseDate,Genre,Rating
Chasing Ice,"November 9, 2012","Biography, Documentary",75
Cheerful Weather for the Wedding,"December 7, 2012","Drama, Comedy",49
Chronicle,"February 3, 2012","Action, Sci-Fi, Drama, Thriller, Horror",69
Cloud Atlas,"October 26, 2012","Sci-Fi, Drama, Mystery",55
Collaborator,"July 6, 2012","Drama, Comedy",56
Compliance,"August 17, 2012","Drama, Thriller, Crime",68
Coriolanus,"December 2, 2011","Drama, History, Thriller",79
Cosmopolis,"August 17, 2012",Drama,58
Crooked Arrows,"June 1, 2012","Drama, Sport",42
Damsels in Distress,"April 6, 2012","Drama, Comedy, Romance",67
Darling Companion,"April 20, 2012",Drama,41
Deadfall,"December 7, 2012","Drama, Thriller, Crime",52
Declaration of War,"January 27, 2012",Drama,73
Detropia,"September 7, 2012",Documentary,68
Diana Vreeland: The Eye Has to Travel,"September 21, 2012","Biography, Documentary",69
End of Watch,"September 21, 2012","Drama, Mystery, Thriller, Crime",68
Entrance,"May 18, 2012","Drama, Thriller, Horror",0
Stefan Zweig: Farewell to Europe,"May 12, 2017",Drama,75
Fightville,"April 20, 2012","Sport, Documentary",60
First Position,"May 4, 2012","Drama, Comedy, Family, Documentary",72
Footnote,"March 9, 2012",Drama,82
Good Time,"August 11, 2017","Drama, Thriller, Crime",80
Friends with Kids,"March 9, 2012",Comedy,55
Fullmetal Alchemist: The Sacred Star of Milos,"January 20, 2012","Action, Adventure, Sci-Fi, Fantasy, Animation",54
Fun Size,"October 26, 2012",Comedy,37
Mad Max: Fury Road,"May 15, 2015","Action, Adventure, Sci-Fi, Thriller",90
Gone Girl,"October 3, 2014","Drama, Mystery, Thriller",79
Good Deeds,"February 24, 2012","Drama, Comedy, Romance",43
The Goonies,"June 7, 1985","Adventure, Comedy, Family",60
Head Games,"September 21, 2012",Documentary,69
Headhunters,"April 27, 2012","Action, Thriller, Crime",72
Heleno,"December 7, 2012","Biography, Drama",52
Here Comes the Boom,"October 12, 2012","Action, Comedy",40
House at the End of the Street,"September 21, 2012","Thriller, Horror",31
Hyde Park on Hudson,"December 7, 2012","Biography, Drama, History, Comedy",55
Hysteria,"May 18, 2012","Comedy, Romance",53
Jack Reacher: Never Go Back,"October 21, 2016","Action, Adventure, Drama, Mystery, Thriller, Crime",47
Jeff Who Lives at Home,"March 16, 2012",Comedy,60
Jesus Henry Christ,"April 20, 2012",Comedy,41
Jiro Dreams of Sushi,"March 9, 2012",Documentary,77
John Carter,"March 9, 2012","Action, Adventure, Sci-Fi, Fantasy",51
Journey 2: The Mysterious Island,"February 10, 2012","Action, Adventure, Sci-Fi, Fantasy, Family",41
Joyful Noise,"January 13, 2012","Comedy, Music",44
Keyhole,"April 6, 2012","Drama, Thriller",63
Killer Joe,"July 27, 2012","Drama, Thriller, Comedy, Crime",62
The Last Ride,"June 22, 2012","Biography, Drama, Music",45
Lay the Favorite,"December 7, 2012",Comedy,38
Lincoln,"November 9, 2012","Biography, Drama, History, War",86
Lockout,"April 13, 2012","Action, Sci-Fi, Thriller",48
Lola Versus,"June 8, 2012",Comedy,49
Looper,"September 28, 2012","Action, Sci-Fi, Thriller, Crime",84
Lovely Molly,"May 18, 2012","Drama, Thriller, Horror",50
"Lula, the Son of Brazil","January 13, 2012",Drama,44
Magic Mike,"June 29, 2012","Biography, Drama, Comedy",72
Man on a Ledge,"January 27, 2012","Thriller, Crime",40
Mansome,"May 18, 2012",Documentary,35
Marley & Me,"December 25, 2008","Drama, Comedy, Romance, Family",53
Monsieur Lazhar,"April 13, 2012","Drama, Comedy",82
"Monsters, Inc.","November 2, 2001","Adventure, Fantasy, Comedy, Animation, Family",78
Moonrise Kingdom,"May 25, 2012","Drama, Comedy, Romance",84
Nobody Walks,"October 19, 2012",Drama,51
North Sea Texas,"November 2, 2012",Drama,63
Norwegian Wood,"January 6, 2012","Drama, Romance",58
Not Fade Away,"December 21, 2012",Drama,65
One for the Money,"January 27, 2012","Action, Thriller, Comedy, Crime",22
"Oslo, August 31st","May 25, 2012",Drama,84
Paranormal Activity 4,"October 18, 2012",Horror,40
ParaNorman,"August 17, 2012","Adventure, Fantasy, Horror, Comedy, Animation, Family",72
Parental Guidance,"December 25, 2012",Comedy,36
People Like Us,"June 29, 2012",Drama,49
Piranha 3DD,"June 1, 2012","Thriller, Horror, Comedy",24
Pitch Perfect 3,"December 22, 2017","Comedy, Music",40
Polisse,"May 18, 2012","Drama, Crime",74
Premium Rush,"August 24, 2012","Action, Thriller",66
Project X,"March 2, 2012",Comedy,48
Prometheus,"June 8, 2012","Action, Adventure, Sci-Fi, Drama, Thriller, Horror",65
Pusher,"May 7, 1999","Thriller, Crime",72
Rampart,"February 10, 2012","Action, Drama, Thriller, Crime",70
Red Dawn,"November 21, 2012",Action,31
Red Tails,"January 20, 2012","Action, Adventure, Drama, History, War",46
Rise of the Guardians,"November 21, 2012","Adventure, Fantasy, Animation, Family",57
Robot and Frank,"August 17, 2012","Sci-Fi, Drama, Comedy, Crime",67
Ruby Sparks,"July 25, 2012","Fantasy, Comedy, Romance",67
Safe Haven,"February 14, 2013","Drama, Mystery, Thriller, Romance",34
Safe House,"February 10, 2012","Action, Mystery, Thriller, Horror, Crime",52
Safety Not Guaranteed,"June 8, 2012",Comedy,72
Salmon Fishing in the Yemen,"March 9, 2012","Drama, Comedy, Romance",58
Searching for Sugar Man,"June 29, 2012","Biography, Music, Documentary",79
Seeking a Friend for the End of the World,"June 22, 2012","Sci-Fi, Drama, Comedy, Romance",59
Seven Psychopaths,"October 12, 2012","Drama, Comedy, Crime",66
Silent Hill: Revelation 3D,"October 26, 2012","Mystery, Thriller, Horror",16
Silent House,"March 9, 2012",Horror,49
Silver Linings Playbook,"November 16, 2012","Drama, Comedy, Romance",81
Sing Your Song,"January 13, 2012",Documentary,73
Sinister,"October 12, 2012","Mystery, Thriller, Horror, Crime",53
Skyfall,"November 9, 2012","Action, Adventure, Thriller, Crime",81
Smashed,"October 12, 2012","Drama, Comedy",71
Sound of My Voice,"April 27, 2012","Drama, Thriller",67
Sparkle,"August 17, 2012","Drama, Music, Musical",54
Surviving Progress,"April 20, 2012",Documentary,59
Tabu,"December 26, 2012","Drama, Romance",78
Take This Waltz,"June 29, 2012","Drama, Comedy",68
Taken 2,"October 5, 2012","Action, Drama, Thriller, Crime",45
The Ambassador,"August 31, 2012",Documentary,67
The Ballad of Genesis and Lady Jaye,"March 9, 2012","Biography, Romance, Music, Documentary",68
Baywatch,"May 25, 2017","Action, Drama, Comedy",37
The Best Exotic Marigold Hotel,"May 4, 2012","Drama, Comedy",62
The Campaign,"August 10, 2012",Comedy,50
The Collection,"November 30, 2012","Action, Thriller, Horror",38
The Details,"November 2, 2012",Comedy,56
The Devil Inside,"January 6, 2012","Thriller, Horror",18
The Divide,"January 13, 2012","Sci-Fi, Thriller",28
The Fitzgerald Family Christmas,"December 7, 2012",Drama,62
The Flowers of War,"December 21, 2011","Drama, History",46
Mission: Impossible - Rogue Nation,"July 31, 2015","Action, Adventure, Thriller",75
The Imposter,"July 13, 2012","Biography, Documentary",77
The Invisible War,"June 22, 2012","Drama, History, Crime, Documentary",75
The Lucky One,"April 20, 2012",Drama,39
The Man with the Iron Fists,"November 2, 2012",Action,51
The Master,"September 14, 2012",Drama,86
The Oogieloves in the Big Balloon Adventure,"August 29, 2012",Family,32
The Oranges,"October 5, 2012","Drama, Comedy, Romance",46
The Paperboy,"October 5, 2012",Thriller,45
The Perks of Being a Wallflower,"September 21, 2012","Drama, Romance",67
The Queen of Versailles,"July 20, 2012",Documentary,80
The Raid: Redemption,"March 23, 2012","Action, Thriller, Crime",73
Ravenous (Les Affamés),"March 2, 2018","Drama, Horror",0
The Secret World of Arrietty,"February 17, 2012","Adventure, Fantasy, Animation, Family",80
The Sessions,"October 19, 2012",Drama,79
The Three Stooges,"April 13, 2012",Comedy,56
The Vow,"February 10, 2012","Drama, Romance",43
The Waiting Room,"September 28, 2012",Documentary,84
Keep Watching,"October 31, 2017","Thriller, Horror",0
The Woman in Black,"February 3, 2012","Drama, Thriller, Horror",62
The Woman in the Fifth,"June 15, 2012",Thriller,57
The Words,"September 7, 2012","Drama, Thriller, Romance",37
Think Like a Man,"April 20, 2012","Comedy, Romance",51
This Is 40,"December 21, 2012",Comedy,59
This Means War,"February 17, 2012","Action, Comedy, Romance",31
This Must Be the Place,"November 2, 2012","Drama, Comedy",61
To Rome with Love,"June 22, 2012","Comedy, Romance",54
Total Recall,"June 1, 1990","Action, Adventure, Sci-Fi, Thriller",57
Trouble with the Curve,"September 21, 2012",Drama,58
Underworld: Awakening,"January 20, 2012","Action, Fantasy, Horror",39
Unforgivable,"June 29, 2012",Drama,66
Union Square,"July 13, 2012",Drama,55
Sweet Virginia,"November 17, 2017","Drama, Thriller",72
Wanderlust,"February 24, 2012",Comedy,53
We Have a Pope,"April 6, 2012","Drama, Comedy",64
West of Memphis,"December 25, 2012",Documentary,80
Where Do We Go Now?,"May 11, 2012","Drama, Comedy",60
Wrath of the Titans,"March 30, 2012","Action, Adventure, Fantasy",37
Wreck-It Ralph,"November 2, 2012","Adventure, Comedy, Animation, Family",72
Zero Dark Thirty,"December 19, 2012","Action, Drama, History, Thriller",95
2 Guns,"August 2, 2013","Action, Drama, Thriller, Comedy, Crime",55
12 Years a Slave,"October 18, 2013","Biography, Drama, History",96
20 Feet from Stardom,"June 14, 2013",Documentary,83
21 and Over,"March 1, 2013",Comedy,34
3 Geezers!,"May 22, 2013",Comedy,9
47 Ronin,"December 25, 2013","Action, Adventure, Drama, Fantasy",28
9 Full Moons,"November 7, 2014","Drama, Romance",0
The ABCs of Death,"March 8, 2013",Horror,43
Abandoned Mine,"August 15, 2013","Adventure, Mystery, Thriller, Horror",0
A.C.O.D.,"October 4, 2013",Comedy,50
Admission,"March 22, 2013","Drama, Comedy, Romance",48
After Earth,"May 31, 2013","Action, Adventure, Sci-Fi, Mystery",33
Aftershock,"May 10, 2013","Adventure, Thriller, Horror, Crime",39
All Is Lost,"October 18, 2013","Action, Adventure, Drama",87
Alone Yet Not Alone,"June 13, 2014",History,0
American Hustle,"December 13, 2013","Drama, History, Thriller, Crime",90
Anchorman 2: The Legend Continues,"December 18, 2013",Comedy,61
Angels Sing,"November 1, 2013","Drama, Comedy, Family",39
Apartment 1303 3D,"July 25, 2013",Horror,0
At Any Price,"April 26, 2013","Adventure, Drama, Thriller, Family",61
Arthur Newman,"April 26, 2013","Drama, Comedy",42
Ass Backwards,"November 8, 2013","Adventure, Comedy",37
Assault on Wall Street,"May 10, 2013","Drama, Thriller",24
August: Osage County,"December 25, 2013","Drama, Comedy",58
Baggage Claim,"September 27, 2013",Comedy,34
Battle of the Year,"September 20, 2013",Music,29
The Baytown Outlaws,"January 11, 2013","Action, Comedy, Crime",33
Beautiful Creatures,"February 14, 2013","Drama, Fantasy, Romance",52
Before Midnight,"May 24, 2013","Drama, Romance",94
What Lies Beneath,"July 21, 2000","Drama, Mystery, Thriller, Horror",51
Beside Still Waters,"November 14, 2014","Drama, Comedy, Romance",42
Best Kept Secret,"September 6, 2013","Drama, Documentary",100
Best Man Down,"November 8, 2013","Drama, Comedy",36
The Best Man Holiday,"November 15, 2013","Drama, Comedy",59
Big Ass Spider!,"October 18, 2013","Sci-Fi, Comedy",53
Big Sur,"November 1, 2013",Drama,49
My Big Fat Greek Wedding 2,"March 25, 2016","Comedy, Romance, Family",37
Black Nativity,"November 27, 2013","Drama, Musical",48
Blackfish,"July 19, 2013","Drama, Documentary",83
Black Rock,"May 17, 2013","Thriller, Horror",46
"Bless Me, Ultima","February 22, 2013","Drama, War",65
The Bling Ring,"June 14, 2013","Drama, Comedy, Crime",66
Blue Caprice,"September 13, 2013","Drama, Crime",76
Blue Jasmine,"July 26, 2013","Drama, Comedy",78
Blue Ruin,"April 25, 2014",Thriller,77
The Book Thief,"November 8, 2013","Drama, War",53
Bounty Killer,"September 6, 2013","Action, Sci-Fi, Thriller",46
The Brass Teapot,"April 5, 2013","Thriller, Fantasy, Comedy",43
Don't Breathe,"August 26, 2016","Thriller, Horror, Crime",71
Bridegroom,"October 4, 2013",Documentary,85
Broken City,"January 18, 2013","Drama, Thriller, Crime",49
Bullet Head,"December 8, 2017","Drama, Thriller, Crime",51
Lee Daniels' The Butler,"August 16, 2013","Biography, Drama, History",66
Call Me by Your Name,"November 24, 2017","Drama, Romance",93
The Canyons,"August 2, 2013","Drama, Thriller",36
Captain Phillips,"October 11, 2013","Action, Adventure, Biography, Drama, Thriller, Crime",83
Carrie,"October 18, 2013","Sci-Fi, Drama, Horror",53
CBGB,"October 4, 2013","Drama, History, Music",30
Charlie Countryman,"November 15, 2013","Action, Drama, Thriller, Comedy, Romance",31
The Emperor's New Clothes,"December 16, 2015",Documentary,53
Cloudy with a Chance of Meatballs 2,"September 27, 2013","Sci-Fi, Fantasy, Comedy, Animation, Family",59
The Company You Keep,"April 5, 2013","Drama, Thriller",57
Computer Chess,"July 17, 2013",Comedy,74
Concussion,"December 25, 2015","Biography, Drama, Sport",55
The Conjuring,"July 19, 2013","Biography, Thriller, Horror",68
Ice Age: Continental Drift,"July 13, 2012","Adventure, Comedy, Animation, Family",49
Contracted,"November 22, 2013","Drama, Thriller, Horror",48
The Counselor,"October 25, 2013","Drama, Thriller, Crime",48
The Croods,"March 22, 2013","Adventure, Comedy, Animation, Family",55
Cutie and the Boxer,"August 16, 2013",Documentary,83
Dallas Buyers Club,"November 1, 2013","Biography, Drama, History",84
Dark Skies,"February 22, 2013","Sci-Fi, Thriller, Horror",50
A Dark Truth,"January 4, 2013","Action, Thriller",31
Dead Man Down,"March 8, 2013","Action, Drama, Thriller, Crime",39
Despicable Me 2,"July 3, 2013","Adventure, Sci-Fi, Comedy, Crime, Animation, Family",62
Disconnect,"April 12, 2013","Drama, Thriller",64
Dirty Wars,"June 7, 2013","Drama, Documentary",76
Don Jon,"September 27, 2013","Drama, Comedy, Romance",66
Drinking Buddies,"August 23, 2013","Drama, Comedy, Romance",71
Elysium,"August 9, 2013","Action, Sci-Fi, Drama, Thriller",61
The Emperor's New Groove,"December 15, 2000","Adventure, Fantasy, Comedy, Animation, Family",70
The English Teacher,"May 17, 2013","Drama, Comedy",42
Enough Said,"September 18, 2013",Comedy,78
Captain Underpants: The First Epic Movie,"June 2, 2017","Action, Adventure, Comedy, Animation, Family",69
Erased,"May 17, 2013","Action, Thriller",34
Escape from Planet Earth,"February 15, 2013","Adventure, Sci-Fi, Comedy, Animation, Family",35
Escape Plan,"October 18, 2013","Action, Sci-Fi, Drama, Mystery, Thriller, Crime",49
Europa Report,"August 2, 2013","Sci-Fi, Thriller, Horror",68
The Evil Dead,"April 24, 1983",Horror,70
The Face of Love,"March 7, 2014","Drama, Comedy, Romance",51
A Weekend with the Family,"April 1, 2016",Comedy,0
Fast & Furious 6,"May 24, 2013","Action, Adventure, Thriller, Crime",61
The Fifth Estate,"October 18, 2013","Biography, Drama, Thriller, Documentary",49
Five Dances,"October 4, 2013","Drama, Romance, Music",51
Frances Ha,"May 17, 2013","Drama, Comedy",82
Free Birds,"November 1, 2013","Adventure, Comedy, Animation, Family",38
Frozen,"November 27, 2013","Action, Adventure, Mystery, Thriller, Fantasy, Comedy, Romance, Animation, Family, Musical",74
The Frozen Ground,"August 23, 2013","Biography, History, Thriller, Crime",37
Fruitvale Station,"July 12, 2013","Biography, Drama",85
G.I. Joe: Retaliation,"March 29, 2013","Action, Adventure, Sci-Fi, Thriller",41
Gangster Squad,"January 11, 2013","Action, Drama, Thriller, Crime",40
Generation Iron,"September 20, 2013","Drama, Sport, Documentary",61
Geography Club,"November 15, 2013",Comedy,57
A Perfect Getaway,"August 7, 2009","Drama, Mystery, Thriller",63
Girl Most Likely,"July 19, 2013",Comedy,38
A Glimpse Inside the Mind of Charles Swan III,"February 8, 2013",Comedy,28
Go for Sisters,"November 8, 2013","Drama, Thriller, Crime",59
A Good Day to Die Hard,"February 14, 2013","Action, Thriller, Crime",28
Grace Unplugged,"October 4, 2013","Drama, Music",39
Gravity,"October 4, 2013","Sci-Fi, Drama, Mystery, Thriller",96
The Great Gatsby,"May 10, 2013","Drama, Romance",55
The Green Inferno,"September 25, 2015","Adventure, Thriller, Horror",38
Greetings from Tim Buckley,"May 3, 2013",Drama,57
Grown Ups 2,"July 12, 2013",Comedy,19
Grudge Match,"December 25, 2013","Sport, Comedy",35
The Hangover Part III,"May 23, 2013",Comedy,30
Hansel and Gretel: Witch Hunters,"January 25, 2013","Action, Fantasy, Horror, Comedy",21
Hansel and Gretel: Witch Hunters,"January 25, 2013","Action, Fantasy, Horror, Comedy",21
Hatchet III,"June 14, 2013","Action, Thriller, Horror, Comedy",25
Hateship Loveship,"April 11, 2014",Drama,59
A Haunted House,"January 11, 2013","Horror, Comedy",20
The Haunting in Connecticut 2: Ghosts of Georgia,"February 1, 2013","Drama, Thriller, Horror",26
Heat,"December 15, 1995","Drama, Thriller, Crime",76
Hell Baby,"September 6, 2013","Horror, Comedy",41
The Hobbit: The Desolation of Smaug,"December 13, 2013","Adventure, Drama, Fantasy",66
Home Run,"April 19, 2013","Drama, Sport",0
Homefront,"November 27, 2013","Action, Thriller, Crime",40
Heartbreak Hospital,"September 6, 2002","Thriller, Comedy",27
Hostiles,"December 22, 2017","Adventure, Drama, Western",65
The Hot Flashes,"July 12, 2013",Comedy,36
The Hours,"December 27, 2002",Drama,80
The Hunger Games: Catching Fire,"November 22, 2013","Action, Adventure, Sci-Fi, Drama, Thriller",76
I Am Divine,"October 25, 2013",Documentary,70
I Spit on Your Grave 2,"September 20, 2013","Thriller, Horror, Crime",0
I Used to Be Darker,"October 4, 2013","Drama, Music, Family",69
The Iceman,"May 3, 2013","Biography, Drama, Thriller, Crime",60
Identity Thief,"February 8, 2013","Comedy, Crime",35
Jurassic World,"June 12, 2015","Action, Adventure, Sci-Fi, Thriller",59
InAPPropriate Comedy,"March 22, 2013",Comedy,1
The Incredible Burt Wonderstone,"March 15, 2013",Comedy,44
Inequality for All,"September 27, 2013",Documentary,68
The Inevitable Defeat of Mister and Pete,"October 11, 2013",Drama,61
Inside Llewyn Davis,"December 6, 2013","Drama, Music",93
Insidious: Chapter 2,"September 13, 2013","Thriller, Horror",40
The Internship,"June 7, 2013",Comedy,42
Iron Man 3,"May 3, 2013","Action, Adventure, Sci-Fi, Thriller, Fantasy",62
Jack the Giant Slayer,"March 1, 2013","Adventure, Drama, Fantasy, Romance",51
Jackass Presents: Bad Grandpa,"October 25, 2013","Comedy, Documentary",54
Java Heat,"May 10, 2013","Action, Drama, Thriller, Crime",35
Steve Jobs,"October 9, 2015","Biography, Drama",82
John Dies at the End,"January 25, 2013","Sci-Fi, Fantasy, Horror, Comedy",53
Jug Face,"August 9, 2013","Drama, Thriller, Horror",58
Kevin Hart: Let Me Explain,"July 3, 2013","Comedy, Documentary",53
Kick-Ass 2,"August 16, 2013","Action, Thriller, Comedy, Crime",41
Kill Your Darlings,"October 16, 2013","Biography, Drama, Thriller, Romance",65
Killing Season,"July 12, 2013","Action, Drama, Thriller, War",25
The Kings of Summer,"May 31, 2013",Comedy,61
Kink,"August 22, 2014","Biography, Documentary",67
Kiss of the Damned,"May 3, 2013",Horror,48
Knife Fight,"January 25, 2013",Drama,34
Koch,"February 1, 2013","Biography, History, Documentary",71
Last Call at the Oasis,"May 4, 2012",Documentary,64
The Last Exorcism Part II,"March 1, 2013","Thriller, Horror",35
The Last of Robin Hood,"August 29, 2014","Biography, Drama",46
X-Men: The Last Stand,"May 26, 2006","Action, Sci-Fi, Thriller",58
Last Vegas,"November 1, 2013",Comedy,48
Last Weekend,"August 29, 2014","Drama, Comedy",40
Let the Fire Burn,"October 2, 2013","Drama, History, Thriller, Documentary",86
Life of Crime,"August 29, 2014","Comedy, Crime",60
The Lifeguard,"August 30, 2013","Drama, Comedy, Romance",34
Little Feet,"December 12, 2014",Drama,73
The Lone Ranger,"July 3, 2013","Action, Adventure, Western",37
The Lords of Salem,"April 19, 2013","Thriller, Horror",57
Lovelace,"August 9, 2013","Biography, Drama",51
Lone Survivor,"December 27, 2013","Action, Biography, Drama, Thriller, War",60
Lucky Them,"May 30, 2014",Drama,65
Machete Kills,"October 11, 2013","Action, Thriller, Crime",41
Tyler Perry's A Madea Christmas,"December 13, 2013","Drama, Comedy",28
The Irregular at Magic High School the Movie: The Girl Who Calls the Stars,"July 28, 2017","Action, Sci-Fi, Fantasy, Romance, Animation",0
Manhattan Romance,"October 2, 2015","Drama, Comedy, Romance",0
Man of Steel,"June 14, 2013","Action, Adventure, Sci-Fi, Fantasy",55
Masterminds,"September 30, 2016","Action, Comedy, Crime",47
McCanick,"March 21, 2014","Drama, Mystery, Thriller, Crime",28
Medora,"November 8, 2013","Sport, Documentary",64
Metallica: Through the Never,"September 27, 2013","Action, Music, Musical",61
Monsters University,"June 21, 2013","Adventure, Fantasy, Comedy, Animation, Family",65
The Mortal Instruments: City of Bones,"August 21, 2013","Action, Adventure, Drama, Mystery, Fantasy, Romance",33
Movie 43,"January 25, 2013",Comedy,18
Much Ado About Nothing,"June 7, 2013","Drama, Comedy, Romance",78
Nebraska,"November 15, 2013","Adventure, Drama",86
No One Lives,"May 10, 2013","Thriller, Horror",26
Now You See Me,"May 31, 2013","Mystery, Thriller, Crime",50
Oblivion,"April 19, 2013","Action, Adventure, Sci-Fi, Mystery, Thriller",54
Officer Downe,"November 18, 2016","Action, Sci-Fi, Comedy",26
Oldboy,"November 27, 2013","Action, Drama, Mystery, Thriller",49
Olympus Has Fallen,"March 22, 2013","Action, Thriller",41
One Direction: This Is Us,"August 30, 2013","Music, Documentary",49
Out of the Furnace,"December 4, 2013","Drama, Thriller, Crime",63
Oz the Great and Powerful,"March 8, 2013","Action, Adventure, Fantasy, Family",44
Pacific Rim: Uprising,"March 23, 2018","Action, Adventure, Sci-Fi",0
The Package,"February 15, 2013",Action,0
Pain & Gain,"April 26, 2013","Action, Drama, Thriller, Comedy, Crime",45
Escobar: Paradise Lost,"June 26, 2015","Drama, Thriller, Romance, Crime",56
Paranoia,"August 16, 2013","Drama, Thriller",32
The Pardon,"March 22, 2013",Crime,0
Parker,"January 25, 2013","Action, Thriller, Crime",42
Parkland,"October 4, 2013","Drama, Mystery, Thriller",51
Pawn Sacrifice,"September 16, 2015","Biography, Drama",65
Pawn Shop Chronicles,"July 12, 2013","Action, Drama, Comedy, Crime",26
Percy Jackson: Sea of Monsters,"August 7, 2013","Action, Adventure, Drama, Fantasy, Family",39
Phantom Thread,"December 25, 2017","Drama, Romance, Crime",90
Philomena,"November 22, 2013",Drama,77
The Place Beyond the Pines,"March 29, 2013","Drama, Crime",68
Planes,"August 9, 2013","Adventure, Comedy, Animation, Family",39
Plush,"September 13, 2013",Thriller,0
The Pretty One,"February 7, 2014","Drama, Comedy",53
Prince Avalanche,"August 9, 2013","Drama, Comedy",73
Prisoners,"September 20, 2013","Drama, Thriller, Crime",74
The Hudsucker Proxy,"March 11, 1994","Drama, Fantasy, Comedy, Romance",53
The Punk Singer,"November 29, 2013",Documentary,75
The Purge,"June 7, 2013","Sci-Fi, Thriller, Horror",41
Rapture-Palooza,"June 7, 2013","Fantasy, Horror, Comedy",44
RED 2,"July 19, 2013","Action, Thriller, Comedy, Crime",47
The Resurrection of Gavin Stone,"January 20, 2017","Drama, Comedy, Romance, Family",36
Riddick,"September 6, 2013","Action, Sci-Fi, Thriller",49
R.I.P.D.,"July 19, 2013","Action, Fantasy, Comedy, Crime",25
Roadside Romeo,"October 24, 2008","Comedy, Romance, Animation, Family",0
Maze Runner: The Death Cure,"January 26, 2018","Action, Sci-Fi, Thriller",51
Safe Haven,"February 14, 2013","Drama, Mystery, Thriller, Romance",34
Salinger,"September 6, 2013",Documentary,40
The Saratov Approach,"October 9, 2013","Action, Drama",0
Savannah,"August 23, 2013","Drama, History, Family",25
Saving Lincoln,"February 15, 2013",Biography,21
Saving Mr. Banks,"December 13, 2013","Biography, Drama, History, Comedy, Music, Family",65
Scary Movie 5,"April 12, 2013","Thriller, Horror, Comedy",11
Scenic Route,"August 23, 2013","Drama, Thriller",34
The Secret Life of Walter Mitty,"December 25, 2013","Adventure, Drama, Fantasy, Comedy",54
Short Term 12,"August 23, 2013",Drama,82
Side Effects,"February 8, 2013","Drama, Thriller, Crime",75
A Single Shot,"September 20, 2013","Drama, Thriller, Crime",53
Skinwalker Ranch,"October 30, 2013","Sci-Fi, Thriller, Horror",0
The Smurfs 2,"July 31, 2013","Fantasy, Comedy, Animation, Family",34
Snitch,"February 22, 2013","Action, Drama, Thriller",51
Some Velvet Morning,"December 13, 2013",Drama,54
Sound City,"January 31, 2013","Music, Documentary",76
The Spectacular Now,"August 2, 2013","Drama, Comedy, Romance",82
Spring Breakers,"March 15, 2013","Drama, Thriller, Comedy, Crime",63
Standing Up,"August 16, 2013",Family,40
Stand Up Guys,"December 14, 2012","Comedy, Crime",41
Star Trek Into Darkness,"May 15, 2013","Action, Adventure, Sci-Fi, Thriller",72
The Starving Games,"November 8, 2013",Comedy,0
Stoker,"March 1, 2013","Drama, Mystery, Thriller, Horror",58
Straight Outta Compton,"August 14, 2015","Biography, Drama, Music",72
Struck by Lightning,"January 11, 2013","Drama, Comedy",41
Sunlight Jr.,"November 15, 2013",Drama,61
Sweetwater,"October 11, 2013","Thriller, Western",38
The Teacher,"August 30, 2017","Drama, Comedy",77
Testament of Youth,"June 5, 2015","Biography, Drama, History, War",76
Texas Chainsaw 3D,"January 4, 2013",Horror,31
The Square,"October 27, 2017","Drama, Comedy",72
This Is the End,"June 12, 2013","Action, Sci-Fi, Fantasy, Comedy",67
Thor: The Dark World,"November 8, 2013","Action, Adventure, Fantasy",54
Turbo Kid,"August 28, 2015","Action, Adventure, Sci-Fi, Thriller, Horror",60
UnHung Hero,"December 6, 2013",Documentary,0
The Unknown Known,"April 2, 2014",Documentary,69
The Unspeakable Act,"March 1, 2013",Drama,76
Upstream Color,"April 5, 2013","Sci-Fi, Drama",81
Vehicle 19,"June 14, 2013",Thriller,29
Violet & Daisy,"June 7, 2013","Action, Drama, Thriller, Comedy, Crime",43
Paris Can Wait,"May 12, 2017","Drama, Comedy, Romance",48
Walking with Dinosaurs,"December 20, 2013","Action, Adventure, Animation, Family, Documentary",37
Warm Bodies,"February 1, 2013","Drama, Horror, Comedy, Romance",59
The Way Back,"January 21, 2011",Drama,66
We Are What We Are,"September 27, 2013","Drama, Thriller, Horror",71
We Steal Secrets: The Story of WikiLeaks,"May 24, 2013","Comedy, Documentary",76
Jumanji: Welcome to the Jungle,"December 20, 2017","Action, Adventure, Fantasy, Comedy, Family",58
Mark Felt: The Man Who Brought Down the White House,"September 29, 2017","Biography, Drama, History, Thriller",49
White Reindeer,"December 6, 2013","Drama, Comedy",69
Wicked,"December 20, 2019","Fantasy, Romance, Musical",0
The Wolf of Wall Street,"December 25, 2013","Biography, Drama, Comedy, Crime",75
World War Z,"June 21, 2013","Action, Adventure, Sci-Fi, Drama, Thriller, Horror",63
Wrong Turn,"May 30, 2003","Thriller, Horror",32
Wrong Cops,"December 20, 2013","Comedy, Crime",25
Are You Here,"August 22, 2014",Comedy,37
Zero Charisma,"October 11, 2013",Comedy,63
Paranormal Activity: The Marked Ones,"January 3, 2014","Thriller, Horror",42
Open Grave,"January 3, 2014","Mystery, Thriller, Horror",33
Cold Comes the Night,"January 10, 2014","Drama, Thriller, Crime",37
Dumbbells,"January 10, 2014",Comedy,24
The Legend of Hercules,"January 10, 2014","Action, Adventure",22
Raze,"January 10, 2014","Action, Horror",41
Back in the Day,"May 20, 2016","Drama, Sport",0
Jack Ryan: Shadow Recruit,"January 17, 2014","Action, Drama, Mystery, Thriller",57
