Name,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antarctica,Antigua & Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Bouvet Island,Brazil,British Indian Ocean Territory,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Caribbean Netherlands,Cayman Islands,Central African Republic,Chad,Chile,China,Christmas Island,Cocos (Keeling) Islands,Colombia,Comoros,Republic of the Congo,Democratic Republic of the Congo,Cook Islands,Costa Rica,Croatia,Cuba,Curaçao,Cyprus,Czech Republic,Côte d’Ivoire,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Guinea,Eritrea,Estonia,Ethiopia,Falkland Islands,Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,French Southern Territories,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea Bissau,Guinea-Bissau,Guyana,Haiti,Heard & McDonald Islands,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macau,Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Norfolk Island,North Korea,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn Islands,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia,Rwanda,Réunion,Samoa,San Marino,Saudi Arabia,Senegal,Republic of Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Georgia & South Sandwich Islands,South Korea,South Sudan,Spain,Sri Lanka,St. Barthélemy,St. Helena,St. Kitts & Nevis,St. Lucia,St. Martin,St. Pierre & Miquelon,St. Vincent & Grenadines,Sudan,Suriname,Svalbard & Jan Mayen,Swaziland,Sweden,Switzerland,Syria,São Tomé & Príncipe,Taiwan,Tajikistan,United Republic of Tanzania,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad & Tobago,Tunisia,Turkey,Turkmenistan,Turks & Caicos Islands,Tuvalu,U.S. Outlying Islands,U.S. Virgin Islands,Uganda,Ukraine,United Arab Emirates,England,USA,Uruguay,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,Somalila
Can a Song Save Your Life?,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0
The Canyons,0,0,11,0,0,0,0,0,0,11,0,0,23,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,24,0,0,0,0,0,11,0,0,0,9,0,0,0,0,0,14,0,0,0,0,0,9,0,0,0,0,13,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,8,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,13,6,0,17,0,10,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,12,0,0,0,0,0,7,0,22,0,0,0,0,0,0,0,10,0,19,0,0,0,0,0,10,30,0,5,8,0,0,11,2,0,0,0,0,11,0,12,0,0,23,0,0,0,0,0,16,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,0,7,0,0,9,0,0,0,0,0,0,7,0,0,0,0,0,0,0,16,15,100,0,0,0,0,7,9,0,0,0,0,0,0,0
Captain Phillips,0,0,9,0,0,0,0,0,0,7,0,0,47,14,0,0,0,30,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,46,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,26,0,0,0,11,0,28,0,0,0,0,23,0,0,0,0,0,0,0,0,17,7,0,0,0,0,0,0,14,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,26,12,0,22,14,8,0,55,0,15,12,0,1,0,19,0,29,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,100,0,0,0,0,0,5,0,0,0,0,0,0,14,0,0,0,0,0,26,0,49,0,0,15,0,0,0,0,33,0,27,0,0,0,0,0,0,57,0,5,12,34,43,23,0,0,0,0,0,31,0,19,0,0,54,0,0,0,0,0,30,0,7,0,4,35,0,0,0,0,0,0,0,0,0,0,0,36,15,0,0,7,0,0,17,0,0,0,0,79,18,8,0,0,0,0,0,0,0,48,48,42,0,0,0,0,0,4,0,0,0,0,0,0,0
Submit the Documentary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,,0
Sunlight Jr.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,97,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,,0
Super Buddies,0,0,0,0,0,0,0,0,0,26,0,0,64,33,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,80,0,0,0,0,0,34,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,10,0,0,54,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,31,0,53,0,0,0,0,0,0,0,42,0,32,0,0,0,0,0,0,41,0,7,26,100,0,62,2,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,42,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,67,18,0,0,0,0,0,67,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,38,75,0,0,0,0,0,7,0,0,0,0,0,,0
Superman: Unbound,0,0,4,0,0,0,0,0,0,8,0,0,11,2,0,0,0,13,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,0,0,0,0,0,10,0,0,0,10,0,0,0,0,16,9,0,0,15,2,0,7,0,0,16,10,6,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,6,3,0,0,11,0,5,1,51,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,3,0,10,0,0,9,0,0,0,0,7,0,12,0,0,0,0,0,7,16,0,3,6,35,0,9,1,0,0,0,0,4,0,9,0,0,13,0,0,0,0,0,9,0,4,0,3,14,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,2,0,0,2,0,0,0,0,100,5,4,0,0,0,0,0,0,0,10,8,11,0,0,0,0,6,3,0,0,0,0,0,,0
Sweetwater,0,0,0,0,0,0,0,0,0,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,,0
A Teacher,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,1,1,0,8,0,0,1,26,0,0,0,0,21,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,23,0,0,0,0,0,0,8,0,0,0,0,0,0,20,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,15,0,2,0,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,9,1,0,0,0,0,16,0,0,0,0,0,0,0,16,0,6,7,9,0,0,0,0,0,1,0,0,0,100,43,,0
Temptation: Confessions of a Marriage Counselor,0,0,2,0,0,0,0,0,0,1,0,0,4,0,0,100,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,0,0,0,0,0,96,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,1,0,0,0,22,0,0,0,0,0,4,0,12,0,0,2,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,86,0,1,0,0,0,0,0,0,0,6,5,7,0,0,0,0,0,0,0,0,0,0,0,,0
Test,0,0,16,0,0,0,0,0,0,20,0,0,56,69,0,0,0,46,0,0,41,0,0,0,0,0,0,0,0,7,0,0,0,24,0,0,0,0,47,0,0,0,0,0,33,5,0,0,20,0,0,0,0,0,39,0,0,0,53,0,58,0,0,0,21,12,0,0,0,0,0,0,0,0,16,42,0,0,0,0,0,0,100,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,28,19,0,56,17,9,0,55,0,18,41,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,22,0,0,0,0,0,39,0,52,0,0,33,0,0,0,0,89,0,80,0,0,0,0,0,20,49,0,52,12,0,0,35,4,0,0,0,0,18,0,49,0,0,46,0,46,43,0,0,46,0,14,0,38,45,0,0,0,0,0,0,0,0,0,0,0,56,65,0,0,8,0,0,21,0,0,0,0,0,0,23,0,0,0,0,0,0,6,44,55,52,0,0,0,0,11,11,0,0,0,0,0,,0
Texas Chainsaw 3D,0,0,21,0,0,0,0,0,0,9,0,0,18,14,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,4,0,0,0,12,0,0,0,0,27,0,0,0,0,0,10,0,0,0,9,0,0,0,0,0,22,0,0,0,8,0,12,0,0,0,14,22,0,0,0,0,0,0,0,0,14,11,0,0,0,0,0,32,14,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,12,14,7,11,27,0,8,4,0,1,0,25,0,0,0,0,25,0,0,0,29,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,16,0,0,0,0,0,11,0,19,0,0,0,0,0,0,0,14,0,81,0,0,0,0,0,5,100,0,4,10,47,0,20,1,0,0,0,0,32,0,17,0,0,15,0,8,0,0,0,13,0,0,0,4,25,0,0,0,0,0,0,0,0,0,0,0,18,7,0,0,9,0,0,24,0,0,0,0,63,16,5,0,0,0,0,0,0,0,24,25,40,0,0,0,0,6,6,0,0,0,0,0,,0
The Square,0,0,0,0,0,0,0,0,0,3,0,0,43,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,17,5,0,0,100,0,7,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,38,0,0,38,0,0,0,0,12,0,13,0,0,0,0,0,0,48,0,3,0,0,0,0,2,0,0,0,0,6,0,0,0,0,65,0,0,0,0,0,50,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,8,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,29,64,78,0,0,0,0,0,2,0,0,0,0,0,,0
This Is the End,0,0,0,0,0,0,0,0,0,23,0,0,87,19,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,10,0,0,0,21,0,0,0,0,85,0,0,0,0,0,29,4,0,0,10,0,0,0,0,0,47,0,0,0,21,0,31,0,0,0,0,22,0,0,0,0,0,0,0,0,25,15,0,0,0,0,0,0,16,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,32,25,0,21,14,19,0,74,0,27,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,28,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,17,0,0,0,0,0,24,0,76,0,0,29,0,0,0,0,41,0,34,0,0,0,0,0,10,75,0,15,26,63,0,35,8,0,0,0,0,23,0,37,0,0,45,0,20,0,0,0,51,0,17,0,13,0,0,0,0,0,0,0,0,0,0,0,0,43,17,0,0,10,0,0,10,0,0,0,0,0,0,11,0,0,0,0,0,0,8,39,59,100,0,0,0,0,10,10,0,0,0,0,0,,0
Thor: The Dark World,0,0,10,0,0,0,0,0,0,9,0,0,38,7,0,0,0,68,0,0,15,0,0,0,0,0,25,0,0,5,0,0,0,13,0,0,0,0,33,0,0,0,0,0,13,0,0,0,6,0,0,0,0,0,31,0,0,0,17,0,27,0,0,17,11,35,0,0,0,0,0,0,0,0,19,4,0,0,0,0,0,0,5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,17,10,0,34,33,17,16,39,0,19,37,67,1,0,22,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,11,0,0,0,0,0,19,0,46,0,0,33,0,0,0,0,36,0,67,0,0,0,0,0,7,87,0,6,18,42,40,49,2,0,0,0,0,21,0,34,0,0,63,0,13,0,0,0,26,0,11,0,4,43,0,0,0,0,0,0,0,0,0,0,0,26,7,0,0,6,0,0,40,0,0,0,0,100,17,10,0,0,0,0,0,0,0,39,35,29,0,0,0,0,7,16,0,0,0,0,0,,0
Turbo,0,0,3,0,0,0,0,0,0,3,0,0,8,5,100,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,5,0,0,0,0,0,4,1,0,0,3,0,0,0,0,0,7,0,0,0,5,0,4,0,0,6,3,1,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,4,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,2,5,0,4,4,1,0,4,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,2,4,0,6,7,8,7,4,2,0,0,0,0,2,0,4,0,0,3,0,6,5,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,2,0,0,2,0,0,0,0,0,4,3,0,0,0,0,0,0,2,7,5,7,0,0,0,0,3,1,0,0,0,0,0,,0
Tyler Perry Presents Peeples,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,,0
UnHung Hero,0,0,0,0,0,0,0,0,0,17,0,0,52,16,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,90,0,0,0,0,0,51,0,0,0,23,0,0,0,0,0,35,0,0,0,27,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,34,4,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,4,7,0,0,100,0,24,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,39,0,41,0,0,0,0,0,0,0,86,0,17,0,0,0,0,0,18,30,0,3,0,79,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,26,0,19,0,11,0,0,0,0,0,0,0,0,0,0,0,0,57,16,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,51,88,0,0,0,0,9,0,0,0,0,0,0,,0
The Unknown Known,0,0,0,0,0,0,0,0,0,0,0,0,51,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,60,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,6,0,0,0,0,0,0,0,0,0,0,0,0,34,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,100,0,0,0,0,0,0,0,0,0,0,0,,0
The Unspeakable Act,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,30,0,0,0,0,0,0,0,0,0,0,0,,0
Unsupersize Me,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,100,0,0,0,0,0,0,0,0,0,0,0,,0
The Upper Footage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,100,0,0,0,0,0,0,0,0,0,0,0,,0
Upstream Color,0,0,0,0,0,0,0,0,0,33,0,0,56,21,0,0,0,33,0,0,22,0,0,0,0,0,55,0,0,12,0,0,0,19,0,0,0,0,66,0,0,0,0,0,35,0,0,0,21,0,0,0,0,0,51,0,0,0,21,0,21,0,0,0,0,25,0,0,0,0,0,0,0,0,25,13,0,0,0,0,0,0,15,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,26,19,0,34,8,30,0,59,0,46,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,100,0,0,24,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,26,0,72,0,0,0,0,0,0,0,30,0,30,0,0,0,0,0,0,40,0,46,34,0,0,44,10,0,0,0,0,19,0,42,0,0,30,0,0,28,0,0,31,0,12,0,32,0,0,0,0,0,0,0,0,0,0,0,0,26,18,0,0,14,0,0,4,0,0,0,0,0,0,14,0,0,0,0,0,0,10,20,40,70,0,0,0,0,15,4,0,0,0,0,0,,0
V/H/S/2,0,0,0,0,0,0,0,0,0,21,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,30,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,76,0,0,0,64,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,31,20,0,0,0,0,0,0,16,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,41,94,42,0,0,0,38,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,100,0,58,32,0,0,25,20,0,0,0,0,16,0,69,0,0,51,0,0,0,0,0,0,0,16,0,18,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,11,0,0,46,0,0,0,0,0,0,48,0,0,0,0,0,0,11,0,46,34,0,0,0,0,0,25,0,0,0,0,0,,0
