Name,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antarctica,Antigua & Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia & Herzegovina,Botswana,Bouvet Island,Brazil,British Indian Ocean Territory,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Caribbean Netherlands,Cayman Islands,Central African Republic,Chad,Chile,China,Christmas Island,Cocos (Keeling) Islands,Colombia,Comoros,Congo - Brazzaville,Congo - Kinshasa,Cook Islands,Costa Rica,Croatia,Cuba,Curaçao,Cyprus,Czechia,Côte d’Ivoire,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Falkland Islands (Islas Malvinas),Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,French Southern Territories,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Heard & McDonald Islands,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macau,Macedonia (FYROM),Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar (Burma),Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Norfolk Island,North Korea,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn Islands,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia,Rwanda,Réunion,Samoa,San Marino,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Sint Maarten,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Georgia & South Sandwich Islands,South Korea,South Sudan,Spain,Sri Lanka,St. Barthélemy,St. Helena,St. Kitts & Nevis,St. Lucia,St. Martin,St. Pierre & Miquelon,St. Vincent & Grenadines,Sudan,Suriname,Svalbard & Jan Mayen,Swaziland,Sweden,Switzerland,Syria,São Tomé & Príncipe,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad & Tobago,Tunisia,Turkey,Turkmenistan,Turks & Caicos Islands,Tuvalu,U.S. Outlying Islands,U.S. Virgin Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,The 40-Year-Old Virgin,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands
Cinderella,0,0,10,0,0,0,0,0,0,9,0,0,41,20,0,0,0,27,0,0,13,0,0,0,0,0,0,0,0,6,0,0,0,14,0,0,0,0,36,0,0,0,0,0,13,3,0,0,10,0,0,0,0,0,15,0,0,0,9,0,13,0,0,0,14,18,0,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,19,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,28,12,0,23,62,11,0,36,0,13,14,0,3,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,12,0,0,0,0,0,20,0,36,0,0,24,0,0,0,0,27,0,87,0,0,0,0,0,15,100,0,7,11,44,45,25,3,0,0,0,0,21,0,21,0,0,58,0,0,0,0,0,31,0,10,0,9,61,0,0,0,0,0,0,0,0,0,0,0,49,15,0,0,7,0,0,32,0,0,0,0,0,22,11,0,0,0,0,0,0,3,44,41,44,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
The Cobbler,0,0,0,0,0,0,0,0,0,20,0,0,88,11,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,7,0,0,0,15,0,0,0,0,81,0,0,0,0,0,20,0,0,0,14,0,0,0,0,0,29,0,0,0,18,0,35,0,0,0,18,23,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,8,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,28,32,0,23,24,16,0,97,0,31,12,0,2,0,39,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,20,0,0,0,0,0,23,0,91,0,0,38,0,0,0,0,35,0,40,0,0,0,0,0,9,100,0,19,20,0,69,78,4,0,0,0,0,45,0,42,0,0,72,0,20,0,0,0,71,0,16,0,9,49,0,0,0,0,0,0,0,0,0,0,0,41,12,0,0,14,0,0,13,0,0,0,0,0,0,10,0,0,0,0,0,0,5,88,82,89,39,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Cymbeline,0,0,0,0,0,0,0,0,0,3,0,0,8,10,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,5,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,8,100,0,0,0,0,0,0,7,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,2,0,0,26,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,13,60,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,0,8,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,9,0,75,7,0,0,5,2,0,59,0,0,0,0,0,0,0,6,0,7,0,0,0,8,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,37,0,0,2,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,24,10,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Home Sweet Hell,0,0,16,0,0,0,0,0,0,12,0,0,28,15,0,0,0,18,0,0,11,0,0,0,0,0,37,0,0,4,0,0,0,14,0,0,0,0,26,0,0,0,0,0,12,0,0,0,7,0,0,0,0,0,46,0,0,0,16,0,21,0,0,13,0,20,0,0,0,29,0,0,0,0,10,11,0,0,0,0,0,41,11,35,0,21,0,0,0,0,0,0,0,0,0,0,0,0,11,27,0,16,21,9,0,26,0,19,25,71,0,0,32,0,30,0,100,23,0,0,29,28,0,0,0,0,19,0,0,53,0,0,26,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,20,0,0,0,0,0,13,0,26,0,0,24,0,0,0,0,24,0,37,0,0,0,0,0,4,42,0,12,11,27,34,52,4,0,0,0,0,23,0,46,0,0,23,0,20,20,0,0,80,0,7,0,5,46,0,0,0,0,0,0,0,0,0,0,0,23,14,0,0,16,0,0,11,0,0,0,0,92,23,8,0,0,0,0,0,0,4,34,14,20,21,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
It Follows,0,0,18,0,0,0,0,0,0,24,0,0,72,25,0,0,0,42,0,0,30,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,80,0,0,0,0,0,18,0,0,0,10,0,0,0,0,0,54,0,0,0,24,0,64,0,0,0,0,21,0,0,0,0,0,0,0,0,36,38,0,0,0,0,0,0,26,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,37,31,0,41,17,24,0,93,0,21,31,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,29,0,90,0,0,0,0,0,0,0,78,0,53,0,0,0,0,0,12,76,0,19,23,0,0,26,14,0,0,0,0,25,0,40,0,0,47,0,21,0,0,0,41,0,23,0,34,0,0,0,0,0,0,0,0,0,0,0,0,53,22,0,0,13,0,0,28,0,0,0,0,0,0,11,0,0,0,0,0,0,7,52,74,100,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Muck,0,0,0,0,0,0,0,0,0,2,0,0,33,37,46,0,0,0,0,0,8,0,0,0,0,0,0,0,0,21,0,0,0,9,0,0,0,0,27,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,28,0,0,0,20,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,33,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,3,0,0,100,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,29,0,0,0,0,0,0,0,21,0,13,0,0,0,0,0,0,10,0,3,0,0,0,6,2,0,0,0,0,0,0,0,0,0,13,0,13,95,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,48,0,0,0,0,0,2,0,0,0,0,0,0,78,0,0,0,0,0,0,0,8,51,43,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Run All Night,0,0,24,0,0,0,0,0,0,12,0,0,45,22,0,0,0,27,0,0,13,0,0,0,0,0,50,0,0,4,0,0,0,13,0,0,0,0,36,0,0,0,0,0,15,0,0,0,6,0,0,0,0,0,42,0,0,48,9,0,24,0,0,20,0,31,0,0,0,0,0,0,0,0,18,10,0,0,0,0,0,0,25,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,27,25,0,22,27,29,16,53,0,22,21,0,2,0,42,0,34,0,0,68,0,0,0,49,0,0,0,0,0,0,0,62,0,0,41,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,26,0,0,0,0,0,22,0,45,0,0,25,0,0,0,0,33,0,57,0,0,0,0,0,5,75,0,13,14,42,57,64,3,0,0,0,0,49,0,47,0,0,52,0,15,0,0,0,59,0,14,0,6,47,0,0,0,0,0,0,0,0,0,0,0,42,20,0,0,13,0,0,29,0,0,0,0,100,28,8,0,0,0,0,0,0,3,61,38,34,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Danny Collins,0,0,0,0,0,0,0,0,0,30,0,0,36,8,0,0,0,17,0,0,15,0,0,0,0,0,32,0,0,8,0,0,0,19,0,0,0,0,54,0,0,0,0,0,18,0,0,0,13,0,0,0,0,0,41,0,0,55,19,0,13,0,0,0,11,8,0,0,0,37,0,0,0,0,8,8,0,0,0,0,0,0,6,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,39,83,0,13,15,19,0,96,0,19,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,33,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,9,0,0,0,0,0,18,0,42,0,0,22,0,0,0,0,17,0,20,0,0,0,0,0,6,26,0,27,18,0,0,51,3,0,0,0,0,9,0,35,0,0,28,0,15,100,0,0,55,0,15,0,19,0,0,0,0,0,0,0,0,0,0,0,0,17,9,0,0,11,0,0,13,0,0,0,0,0,0,19,0,0,0,0,0,0,5,37,67,38,33,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
The Divergent Series: Insurgent,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,30,21,0,0,32,0,0,80,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,41,0,0,0,0,0,34,0,0,0,0,0,36,0,0,0,0,50,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,21,29,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Do You Believe,0,0,0,0,0,0,0,0,0,9,0,0,41,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,40,0,0,0,0,0,10,0,0,0,7,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,7,0,24,0,0,8,0,3,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,12,0,35,0,0,48,0,0,0,0,0,0,16,0,0,0,0,0,7,100,0,11,14,53,0,14,7,0,0,0,0,10,0,14,0,0,31,0,0,0,0,0,63,0,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,7,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,38,29,65,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
The Gunman,0,0,11,0,0,0,0,0,0,14,0,0,52,16,0,0,0,20,0,0,11,0,0,0,0,0,29,0,0,3,0,0,0,53,0,0,0,0,41,0,0,0,0,0,12,0,0,0,6,0,0,0,0,0,29,0,0,0,7,0,24,0,0,0,0,10,0,0,0,0,0,0,0,0,29,9,0,0,0,0,0,0,17,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,18,21,0,13,17,13,0,59,0,17,22,100,1,0,0,0,35,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,16,0,0,0,0,0,23,0,50,0,0,30,0,0,0,0,27,0,30,0,0,0,0,0,6,43,0,9,16,30,0,31,3,0,0,0,0,13,0,34,0,0,35,0,0,0,0,0,44,0,9,0,8,28,0,0,0,0,0,0,0,0,0,0,0,21,16,0,0,11,0,0,13,0,0,0,0,0,0,10,0,0,0,0,0,0,3,38,37,44,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Tracers,0,0,35,0,0,0,0,0,0,15,0,0,36,17,0,0,0,20,0,0,28,0,0,0,0,0,59,0,0,14,0,0,0,24,0,0,0,0,40,0,0,0,0,0,16,4,0,0,11,0,0,0,0,0,28,0,0,0,17,0,22,0,0,24,17,27,0,0,0,0,0,0,0,0,20,31,0,0,0,0,0,0,15,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,18,20,0,20,23,26,0,25,0,17,20,0,2,0,21,0,35,0,0,36,0,0,0,41,0,0,0,0,31,0,0,0,0,0,35,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,39,0,0,0,0,0,25,0,42,0,0,36,0,0,0,0,22,0,39,0,0,0,0,0,10,54,0,21,29,0,0,38,5,0,100,0,0,26,0,41,0,0,36,0,33,21,0,0,98,0,10,0,29,49,0,0,0,0,0,0,0,0,0,0,0,24,21,0,0,7,0,0,25,0,0,0,0,0,29,11,0,0,0,0,0,0,5,40,29,38,24,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
The Walking Deceased,0,0,0,0,0,0,0,0,0,9,0,0,16,10,0,0,0,0,0,0,6,0,0,0,0,0,20,0,0,6,0,0,100,0,0,0,0,0,11,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,18,0,0,0,13,0,4,0,0,0,4,5,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,6,14,11,0,13,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,6,0,17,0,0,0,0,0,6,79,0,6,8,0,0,6,0,0,0,0,0,6,0,13,0,0,16,0,0,0,0,0,21,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,3,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,12,12,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Get Hard,0,0,6,0,0,0,0,0,0,2,0,0,34,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,8,0,0,0,0,7,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,10,3,3,0,33,0,6,2,100,1,0,0,0,31,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,8,0,31,0,0,24,0,0,0,0,13,0,13,0,0,0,0,0,0,19,0,2,4,0,0,8,1,0,0,0,0,7,0,8,0,0,22,0,0,0,0,0,46,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,3,0,0,0,0,86,0,1,0,0,0,0,0,0,0,16,27,48,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Home,0,0,0,0,0,0,0,0,0,56,0,0,71,14,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,97,0,0,0,0,0,10,5,0,0,8,0,0,0,0,0,0,0,0,0,13,0,23,0,0,0,0,9,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,0,14,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,21,16,0,52,13,0,0,62,0,12,16,0,4,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,19,0,62,0,0,31,0,0,0,0,21,0,48,0,0,0,0,0,7,45,0,17,17,0,0,17,5,0,0,0,0,11,0,18,0,0,42,0,0,0,0,0,79,0,0,0,13,44,0,0,0,0,0,0,0,0,0,0,0,17,16,0,0,9,0,0,10,0,0,0,0,0,0,11,0,0,0,0,0,0,0,42,68,100,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Serena,0,0,0,0,0,0,0,0,0,5,0,0,4,2,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,0,4,0,0,0,0,0,100,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,3,0,0,4,0,0,15,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0,6,0,0,0,0,2,0,4,0,0,0,0,0,2,3,0,1,2,0,0,4,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,20,0,2,3,5,4,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
While We're Young,0,0,0,0,0,0,0,0,0,4,0,0,24,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,56,7,0,16,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,100,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13,10,16,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Furious 7,0,69,42,0,0,0,0,0,0,3,0,0,22,16,0,0,0,43,0,0,15,0,0,0,0,47,31,0,0,2,0,0,0,20,0,0,0,0,18,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,17,0,0,0,5,0,15,0,0,15,0,32,0,0,0,0,0,0,0,0,9,22,0,0,0,0,0,0,13,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,49,51,11,16,17,0,15,24,0,1,0,37,0,30,0,0,26,0,0,21,32,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,83,0,6,0,0,0,0,0,0,28,0,0,0,0,49,13,0,23,0,0,24,0,0,0,0,18,0,100,0,0,0,0,0,3,43,0,5,11,36,36,61,1,0,75,0,0,18,0,23,0,0,26,0,8,0,0,0,45,0,4,0,11,69,0,0,0,0,0,0,0,0,0,0,0,14,16,0,0,4,0,0,25,0,0,0,0,77,32,5,0,0,0,0,0,0,0,41,19,18,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Woman in Gold,0,0,0,0,0,0,0,0,0,8,0,0,87,31,0,0,0,18,0,0,13,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,60,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,27,0,0,0,10,0,23,0,0,0,0,9,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,6,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,18,16,0,27,5,22,0,53,0,37,52,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,25,0,100,0,0,27,0,0,0,0,19,0,30,0,0,0,0,0,0,30,0,8,15,48,0,35,2,0,0,0,0,11,0,30,0,0,24,0,12,22,0,0,57,0,15,0,6,0,0,0,0,0,0,0,0,0,0,0,0,22,21,0,0,17,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,36,46,62,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Ex Machina,0,0,0,0,0,0,0,0,0,26,0,0,100,40,0,0,0,0,0,30,38,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,73,0,0,0,0,0,35,0,0,0,19,0,0,0,0,0,56,0,0,0,58,0,43,0,0,0,17,14,0,0,0,0,0,0,0,0,38,38,0,0,0,0,0,0,36,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,44,55,0,17,31,17,0,72,0,24,54,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,29,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,47,0,92,0,0,0,0,0,0,0,58,0,24,0,0,0,0,0,17,58,0,60,37,0,0,36,33,0,0,0,0,10,0,40,0,0,71,0,33,36,0,0,33,0,25,0,42,0,0,0,0,0,0,0,0,0,0,0,0,51,45,0,0,17,0,0,14,0,0,0,0,0,0,28,0,0,0,0,0,0,35,29,67,62,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
The Longest Ride,0,0,20,0,0,0,0,0,0,9,0,0,72,12,0,0,0,22,0,0,26,0,0,0,0,0,59,0,0,4,0,0,0,21,0,0,0,0,48,0,0,0,0,0,11,0,0,0,6,0,0,0,0,0,40,0,0,47,11,0,22,0,0,0,0,32,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,71,6,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,12,20,0,14,13,13,0,62,0,19,5,0,1,0,29,0,0,0,0,42,0,0,33,53,0,0,0,0,22,0,0,66,0,0,22,0,0,94,0,0,0,0,0,13,0,0,0,0,0,0,25,0,0,0,0,0,36,0,73,0,0,0,0,0,0,0,47,0,47,0,0,0,0,0,0,100,0,10,27,61,43,74,0,0,0,0,0,26,0,59,0,0,37,0,15,29,0,0,46,0,0,0,6,39,0,0,0,0,0,0,0,0,0,0,0,31,16,0,0,9,0,0,8,0,0,0,0,91,35,6,0,0,0,0,0,0,0,43,28,49,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
Lost River,0,0,0,0,0,0,0,0,0,13,0,0,46,18,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,50,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,0,0,14,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,13,37,0,0,0,0,0,0,15,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,9,9,0,0,46,0,10,16,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,15,0,41,0,0,0,0,0,0,0,20,0,12,0,0,0,0,0,0,25,0,23,13,0,0,12,6,0,0,0,0,0,0,14,0,0,27,0,0,0,0,0,29,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,17,15,0,0,6,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,5,13,42,100,0,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis & Futuna,Western Sahara,Yemen,Zambia,Zimbabwe,Åland Islands,
