Source,Target,Type
Pierce Brosnan,Nancy Baldwin,Undirected
John Travolta,Jonathan Rhys Meyers,Undirected
John Travolta,Kasia Smutniak,Undirected
John Travolta,Richard Durden,Undirected
Jonathan Rhys Meyers,Kasia Smutniak,Undirected
Jonathan Rhys Meyers,Richard Durden,Undirected
Kasia Smutniak,Richard Durden,Undirected
Ryan Reynolds,Jason Bateman,Undirected
Ryan Reynolds,Leslie Mann,Undirected
Ryan Reynolds,Olivia Wilde,Undirected
Jason Bateman,Leslie Mann,Undirected
Jason Bateman,Olivia Wilde,Undirected
Leslie Mann,Olivia Wilde,Undirected
John Travolta,Uma Thurman,Undirected
John Travolta,Vince Vaughn,Undirected
John Travolta,Cedric the Entertainer,Undirected
Uma Thurman,Vince Vaughn,Undirected
Uma Thurman,Cedric the Entertainer,Undirected
Vince Vaughn,Cedric the Entertainer,Undirected
Johnny Depp,Joel Edgerton,Undirected
Johnny Depp,Benedict Cumberbatch,Undirected
Johnny Depp,Dakota Johnson,Undirected
Joel Edgerton,Benedict Cumberbatch,Undirected
Joel Edgerton,Dakota Johnson,Undirected
Benedict Cumberbatch,Dakota Johnson,Undirected
Natalie Portman,Hugo Weaving,Undirected
Natalie Portman,Stephen Rea,Undirected
Natalie Portman,Stephen Fry,Undirected
Hugo Weaving,Stephen Rea,Undirected
Hugo Weaving,Stephen Fry,Undirected
Stephen Rea,Stephen Fry,Undirected
Will Smith,Jaden Smith,Undirected
Will Smith,Thandie Newton,Undirected
Will Smith,Brian Howe,Undirected
Jaden Smith,Thandie Newton,Undirected
Jaden Smith,Brian Howe,Undirected
Thandie Newton,Brian Howe,Undirected
Angelina Jolie,Gattlin Griffith,Undirected
Angelina Jolie,Michelle Gunn,Undirected
Angelina Jolie,Michael Kelly,Undirected
Gattlin Griffith,Michelle Gunn,Undirected
Gattlin Griffith,Michael Kelly,Undirected
Michelle Gunn,Michael Kelly,Undirected
Saoirse Ronan,David Ryall,Undirected
Saoirse Ronan,Harry Treadaway,Undirected
Saoirse Ronan,Mary Kay Place,Undirected
David Ryall,Harry Treadaway,Undirected
David Ryall,Mary Kay Place,Undirected
Harry Treadaway,Mary Kay Place,Undirected
Will Smith,Rosario Dawson,Undirected
Will Smith,Woody Harrelson,Undirected
Will Smith,Michael Ealy,Undirected
Rosario Dawson,Woody Harrelson,Undirected
Rosario Dawson,Michael Ealy,Undirected
Woody Harrelson,Michael Ealy,Undirected
Cher,Christina Aguilera,Undirected
Cher,Eric Dane,Undirected
Cher,Cam Gigandet,Undirected
Christina Aguilera,Eric Dane,Undirected
Christina Aguilera,Cam Gigandet,Undirected
Eric Dane,Cam Gigandet,Undirected
Steve Carell,Tina Fey,Undirected
Steve Carell,Mark Wahlberg,Undirected
Steve Carell,Taraji P. Henson,Undirected
Tina Fey,Mark Wahlberg,Undirected
Tina Fey,Taraji P. Henson,Undirected
Mark Wahlberg,Taraji P. Henson,Undirected
Tom Hanks,Catherine Keener,Undirected
Tom Hanks,Barkhad Abdi,Undirected
Tom Hanks,Barkhad Abdirahman,Undirected
Catherine Keener,Barkhad Abdi,Undirected
Catherine Keener,Barkhad Abdirahman,Undirected
Barkhad Abdi,Barkhad Abdirahman,Undirected
Owen Wilson,Woody Harrelson,Undirected
Owen Wilson,Amy Poehler,Undirected
Owen Wilson,George Takei,Undirected
Woody Harrelson,Amy Poehler,Undirected
Woody Harrelson,George Takei,Undirected
Amy Poehler,George Takei,Undirected
Denzel Washington,Marton Csokas,Undirected
Denzel Washington,Chloë Grace Moretz,Undirected
Denzel Washington,David Harbour,Undirected
Marton Csokas,Chloë Grace Moretz,Undirected
Marton Csokas,David Harbour,Undirected
Chloë Grace Moretz,David Harbour,Undirected
Mia Wasikowska,Jessica Chastain,Undirected
Mia Wasikowska,Tom Hiddleston,Undirected
Mia Wasikowska,Charlie Hunnam,Undirected
Jessica Chastain,Tom Hiddleston,Undirected
Jessica Chastain,Charlie Hunnam,Undirected
Tom Hiddleston,Charlie Hunnam,Undirected
Dakota Johnson,Jamie Dornan,Undirected
Dakota Johnson,Eric Johnson,Undirected
Dakota Johnson,Eloise Mumford,Undirected
Jamie Dornan,Eric Johnson,Undirected
Jamie Dornan,Eloise Mumford,Undirected
Eric Johnson,Eloise Mumford,Undirected
Jodie Foster,Peter Sarsgaard,Undirected
Jodie Foster,Sean Bean,Undirected
Jodie Foster,Kate Beahan,Undirected
Peter Sarsgaard,Sean Bean,Undirected
Peter Sarsgaard,Kate Beahan,Undirected
Sean Bean,Kate Beahan,Undirected
Jet Li,Michael Angarano,Undirected
Jet Li,Jackie Chan,Undirected
Jet Li,Juana Collignon,Undirected
Michael Angarano,Jackie Chan,Undirected
Michael Angarano,Juana Collignon,Undirected
Jackie Chan,Juana Collignon,Undirected
Will Ferrell,Woody Harrelson,Undirected
Will Ferrell,André Benjamin,Undirected
Will Ferrell,Maura Tierney,Undirected
Woody Harrelson,André Benjamin,Undirected
Woody Harrelson,Maura Tierney,Undirected
André Benjamin,Maura Tierney,Undirected
Paapa Essiedu,Yassine Zeroual,Undirected
Paapa Essiedu,Asan N'Jie,Undirected
Paapa Essiedu,Michael Rouse,Undirected
Yassine Zeroual,Asan N'Jie,Undirected
Yassine Zeroual,Michael Rouse,Undirected
Asan N'Jie,Michael Rouse,Undirected
Isla Fisher,Hugh Dancy,Undirected
Isla Fisher,Krysten Ritter,Undirected
Isla Fisher,Joan Cusack,Undirected
Hugh Dancy,Krysten Ritter,Undirected
Hugh Dancy,Joan Cusack,Undirected
Krysten Ritter,Joan Cusack,Undirected
Kristen Bell,Josh Duhamel,Undirected
Kristen Bell,Anjelica Huston,Undirected
Kristen Bell,Danny DeVito,Undirected
Josh Duhamel,Anjelica Huston,Undirected
Josh Duhamel,Danny DeVito,Undirected
Anjelica Huston,Danny DeVito,Undirected
Vin Diesel,Lauren Graham,Undirected
Vin Diesel,Faith Ford,Undirected
Vin Diesel,Brittany Snow,Undirected
Lauren Graham,Faith Ford,Undirected
Lauren Graham,Brittany Snow,Undirected
Faith Ford,Brittany Snow,Undirected
Reese Witherspoon,Mark Ruffalo,Undirected
Reese Witherspoon,Donal Logue,Undirected
Reese Witherspoon,Dina Spybey-Waters,Undirected
Mark Ruffalo,Donal Logue,Undirected
Mark Ruffalo,Dina Spybey-Waters,Undirected
Donal Logue,Dina Spybey-Waters,Undirected
John Krasinski,David de Vries,Undirected
John Krasinski,Rick Forrester,Undirected
John Krasinski,Craig S. Harper,Undirected
David de Vries,Rick Forrester,Undirected
David de Vries,Craig S. Harper,Undirected
Rick Forrester,Craig S. Harper,Undirected
Hugh Grant,Sarah Jessica Parker,Undirected
Hugh Grant,Natalia Klimas,Undirected
Hugh Grant,Vincenzo Amato,Undirected
Sarah Jessica Parker,Natalia Klimas,Undirected
Sarah Jessica Parker,Vincenzo Amato,Undirected
Natalia Klimas,Vincenzo Amato,Undirected
Terrence Howard,Cuba Gooding Jr.,Undirected
Terrence Howard,Nate Parker,Undirected
Terrence Howard,David Oyelowo,Undirected
Cuba Gooding Jr.,Nate Parker,Undirected
Cuba Gooding Jr.,David Oyelowo,Undirected
Nate Parker,David Oyelowo,Undirected
Vince Vaughn,Owen Wilson,Undirected
Vince Vaughn,Rose Byrne,Undirected
Vince Vaughn,Aasif Mandvi,Undirected
Owen Wilson,Rose Byrne,Undirected
Owen Wilson,Aasif Mandvi,Undirected
Rose Byrne,Aasif Mandvi,Undirected
Ryan Reynolds,Karan Soni,Undirected
Ryan Reynolds,Ed Skrein,Undirected
Ryan Reynolds,Michael Benyaer,Undirected
Karan Soni,Ed Skrein,Undirected
Karan Soni,Michael Benyaer,Undirected
Ed Skrein,Michael Benyaer,Undirected
James Franco,Scott Hazell,Undirected
James Franco,Mac McDonald,Undirected
James Franco,Philip Winchester,Undirected
Scott Hazell,Mac McDonald,Undirected
Scott Hazell,Philip Winchester,Undirected
Mac McDonald,Philip Winchester,Undirected
Eddie Murphy,Thandie Newton,Undirected
Eddie Murphy,Terry Crews,Undirected
Eddie Murphy,Clifton Powell,Undirected
Thandie Newton,Terry Crews,Undirected
Thandie Newton,Clifton Powell,Undirected
Terry Crews,Clifton Powell,Undirected
Brendan Fraser,Josh Hutcherson,Undirected
Brendan Fraser,Anita Briem,Undirected
Brendan Fraser,Seth Meyers,Undirected
Josh Hutcherson,Anita Briem,Undirected
Josh Hutcherson,Seth Meyers,Undirected
Anita Briem,Seth Meyers,Undirected
Robert De Niro,Al Pacino,Undirected
Robert De Niro,50 Cent,Undirected
Robert De Niro,Carla Gugino,Undirected
Al Pacino,50 Cent,Undirected
Al Pacino,Carla Gugino,Undirected
50 Cent,Carla Gugino,Undirected
Matthew Broderick,Dustin Hoffman,Undirected
Matthew Broderick,Emma Watson,Undirected
Matthew Broderick,Tracey Ullman,Undirected
Dustin Hoffman,Emma Watson,Undirected
Dustin Hoffman,Tracey Ullman,Undirected
Emma Watson,Tracey Ullman,Undirected
Dakota Fanning,Teri Hatcher,Undirected
Dakota Fanning,Jennifer Saunders,Undirected
Dakota Fanning,Dawn French,Undirected
Teri Hatcher,Jennifer Saunders,Undirected
Teri Hatcher,Dawn French,Undirected
Jennifer Saunders,Dawn French,Undirected
Clive Owen,Julia Roberts,Undirected
Clive Owen,Tom Wilkinson,Undirected
Clive Owen,Paul Giamatti,Undirected
Julia Roberts,Tom Wilkinson,Undirected
Julia Roberts,Paul Giamatti,Undirected
Tom Wilkinson,Paul Giamatti,Undirected
Morgan Freeman,Matt Damon,Undirected
Morgan Freeman,Tony Kgoroge,Undirected
Morgan Freeman,Patrick Mofokeng,Undirected
Matt Damon,Tony Kgoroge,Undirected
Matt Damon,Patrick Mofokeng,Undirected
Tony Kgoroge,Patrick Mofokeng,Undirected
Jack Black,Michael Cera,Undirected
Jack Black,Oliver Platt,Undirected
Jack Black,David Cross,Undirected
Michael Cera,Oliver Platt,Undirected
Michael Cera,David Cross,Undirected
Oliver Platt,David Cross,Undirected
Julia Roberts,I. Gusti Ayu Puspawati,Undirected
Julia Roberts,Hadi Subiyanto,Undirected
Julia Roberts,Billy Crudup,Undirected
I. Gusti Ayu Puspawati,Hadi Subiyanto,Undirected
I. Gusti Ayu Puspawati,Billy Crudup,Undirected
Hadi Subiyanto,Billy Crudup,Undirected
Milla Jovovich,Ali Larter,Undirected
Milla Jovovich,Kim Coates,Undirected
Milla Jovovich,Shawn Roberts,Undirected
Ali Larter,Kim Coates,Undirected
Ali Larter,Shawn Roberts,Undirected
Kim Coates,Shawn Roberts,Undirected
Michael Cera,Alison Pill,Undirected
Michael Cera,Mark Webber,Undirected
Michael Cera,Johnny Simmons,Undirected
Alison Pill,Mark Webber,Undirected
Alison Pill,Johnny Simmons,Undirected
Mark Webber,Johnny Simmons,Undirected
Gwyneth Paltrow,Tien You Chui,Undirected
Gwyneth Paltrow,Josie Ho,Undirected
Gwyneth Paltrow,Daria Strokous,Undirected
Tien You Chui,Josie Ho,Undirected
Tien You Chui,Daria Strokous,Undirected
Josie Ho,Daria Strokous,Undirected
Alex Pettyfer,Timothy Olyphant,Undirected
Alex Pettyfer,Teresa Palmer,Undirected
Alex Pettyfer,Dianna Agron,Undirected
Timothy Olyphant,Teresa Palmer,Undirected
Timothy Olyphant,Dianna Agron,Undirected
Teresa Palmer,Dianna Agron,Undirected
Paul Bettany,Karl Urban,Undirected
Paul Bettany,Cam Gigandet,Undirected
Paul Bettany,Maggie Q,Undirected
Karl Urban,Cam Gigandet,Undirected
Karl Urban,Maggie Q,Undirected
Cam Gigandet,Maggie Q,Undirected
Kodi Smit-McPhee,Tucker Albrizzi,Undirected
Kodi Smit-McPhee,Anna Kendrick,Undirected
Kodi Smit-McPhee,Casey Affleck,Undirected
Tucker Albrizzi,Anna Kendrick,Undirected
Tucker Albrizzi,Casey Affleck,Undirected
Anna Kendrick,Casey Affleck,Undirected
Sean Penn,Holt McCallany,Undirected
Sean Penn,Wade Williams,Undirected
Sean Penn,James Landry Hébert,Undirected
Holt McCallany,Wade Williams,Undirected
Holt McCallany,James Landry Hébert,Undirected
Wade Williams,James Landry Hébert,Undirected
Lily Collins,Jamie Campbell Bower,Undirected
Lily Collins,Kevin Zegers,Undirected
Lily Collins,Jemima West,Undirected
Jamie Campbell Bower,Kevin Zegers,Undirected
Jamie Campbell Bower,Jemima West,Undirected
Kevin Zegers,Jemima West,Undirected
Chris Pine,Keira Knightley,Undirected
Chris Pine,Kevin Costner,Undirected
Chris Pine,Kenneth Branagh,Undirected
Keira Knightley,Kevin Costner,Undirected
Keira Knightley,Kenneth Branagh,Undirected
Kevin Costner,Kenneth Branagh,Undirected
Ben Kingsley,Jared Harris,Undirected
Ben Kingsley,Nick Frost,Undirected
Ben Kingsley,Richard Ayoade,Undirected
Jared Harris,Nick Frost,Undirected
Jared Harris,Richard Ayoade,Undirected
Nick Frost,Richard Ayoade,Undirected
Johnny Depp,Gwyneth Paltrow,Undirected
Johnny Depp,Paul Bettany,Undirected
Johnny Depp,Ewan McGregor,Undirected
Gwyneth Paltrow,Paul Bettany,Undirected
Gwyneth Paltrow,Ewan McGregor,Undirected
Paul Bettany,Ewan McGregor,Undirected
Alon Aboutboul,Waleed Zuaiter,Undirected
Alon Aboutboul,Adel Bencherif,Undirected
Alon Aboutboul,Mehdi Dehbi,Undirected
Waleed Zuaiter,Adel Bencherif,Undirected
Waleed Zuaiter,Mehdi Dehbi,Undirected
Adel Bencherif,Mehdi Dehbi,Undirected
Art Parkinson,Charlize Theron,Undirected
Art Parkinson,Ralph Fiennes,Undirected
Art Parkinson,Brenda Vaccaro,Undirected
Charlize Theron,Ralph Fiennes,Undirected
Charlize Theron,Brenda Vaccaro,Undirected
Ralph Fiennes,Brenda Vaccaro,Undirected
Tom Hanks,Aaron Eckhart,Undirected
Tom Hanks,Valerie Mahaffey,Undirected
Tom Hanks,Delphi Harrington,Undirected
Aaron Eckhart,Valerie Mahaffey,Undirected
Aaron Eckhart,Delphi Harrington,Undirected
Valerie Mahaffey,Delphi Harrington,Undirected
Tom Cruise,Cobie Smulders,Undirected
Tom Cruise,Aldis Hodge,Undirected
Tom Cruise,Danika Yarosh,Undirected
Cobie Smulders,Aldis Hodge,Undirected
Cobie Smulders,Danika Yarosh,Undirected
Aldis Hodge,Danika Yarosh,Undirected
Demi Lovato,Rainn Wilson,Undirected
Demi Lovato,Joe Manganiello,Undirected
Demi Lovato,Jack McBrayer,Undirected
Rainn Wilson,Joe Manganiello,Undirected
Rainn Wilson,Jack McBrayer,Undirected
Joe Manganiello,Jack McBrayer,Undirected
Matthew McConaughey,Idris Elba,Undirected
Matthew McConaughey,Tom Taylor,Undirected
Matthew McConaughey,Dennis Haysbert,Undirected
Idris Elba,Tom Taylor,Undirected
Idris Elba,Dennis Haysbert,Undirected
Tom Taylor,Dennis Haysbert,Undirected
Steve Martin,Eugene Levy,Undirected
Steve Martin,Bonnie Hunt,Undirected
Steve Martin,Tom Welling,Undirected
Eugene Levy,Bonnie Hunt,Undirected
Eugene Levy,Tom Welling,Undirected
Bonnie Hunt,Tom Welling,Undirected
Jennifer Connelly,John C. Reilly,Undirected
Jennifer Connelly,Tim Roth,Undirected
Jennifer Connelly,Dougray Scott,Undirected
John C. Reilly,Tim Roth,Undirected
John C. Reilly,Dougray Scott,Undirected
Tim Roth,Dougray Scott,Undirected
Michael Douglas,Kiefer Sutherland,Undirected
Michael Douglas,Eva Longoria,Undirected
Michael Douglas,Martin Donovan,Undirected
Kiefer Sutherland,Eva Longoria,Undirected
Kiefer Sutherland,Martin Donovan,Undirected
Eva Longoria,Martin Donovan,Undirected
Tim Allen,Kristin Davis,Undirected
Tim Allen,Zena Grey,Undirected
Tim Allen,Spencer Breslin,Undirected
Kristin Davis,Zena Grey,Undirected
Kristin Davis,Spencer Breslin,Undirected
Zena Grey,Spencer Breslin,Undirected
Tim Allen,John Travolta,Undirected
Tim Allen,Martin Lawrence,Undirected
Tim Allen,William H. Macy,Undirected
John Travolta,Martin Lawrence,Undirected
John Travolta,William H. Macy,Undirected
Martin Lawrence,William H. Macy,Undirected
Russell Crowe,Ben Affleck,Undirected
Russell Crowe,Rachel McAdams,Undirected
Russell Crowe,Helen Mirren,Undirected
Ben Affleck,Rachel McAdams,Undirected
Ben Affleck,Helen Mirren,Undirected
Rachel McAdams,Helen Mirren,Undirected
Clint Eastwood,Chelcie Ross,Undirected
Clint Eastwood,Raymond Anthony Thomas,Undirected
Clint Eastwood,Ed Lauter,Undirected
Chelcie Ross,Raymond Anthony Thomas,Undirected
Chelcie Ross,Ed Lauter,Undirected
Raymond Anthony Thomas,Ed Lauter,Undirected
Luke Wilson,Eddie Izzard,Undirected
Luke Wilson,J.K. Simmons,Undirected
Luke Wilson,Lewis Black,Undirected
Eddie Izzard,J.K. Simmons,Undirected
Eddie Izzard,Lewis Black,Undirected
J.K. Simmons,Lewis Black,Undirected
Halle Berry,Bruce Willis,Undirected
Halle Berry,Giovanni Ribisi,Undirected
Halle Berry,Richard Portnow,Undirected
Bruce Willis,Giovanni Ribisi,Undirected
Bruce Willis,Richard Portnow,Undirected
Giovanni Ribisi,Richard Portnow,Undirected
Will Ferrell,Jon Heder,Undirected
Will Ferrell,Will Arnett,Undirected
Will Ferrell,Amy Poehler,Undirected
Jon Heder,Will Arnett,Undirected
Jon Heder,Amy Poehler,Undirected
Will Arnett,Amy Poehler,Undirected
Mark Wahlberg,Michael Peña,Undirected
Mark Wahlberg,Danny Glover,Undirected
Mark Wahlberg,Kate Mara,Undirected
Michael Peña,Danny Glover,Undirected
Michael Peña,Kate Mara,Undirected
Danny Glover,Kate Mara,Undirected
Denzel Washington,Mark Wahlberg,Undirected
Denzel Washington,Paula Patton,Undirected
Denzel Washington,Edward James Olmos,Undirected
Mark Wahlberg,Paula Patton,Undirected
Mark Wahlberg,Edward James Olmos,Undirected
Paula Patton,Edward James Olmos,Undirected
Jessica Simpson,Kanye West,Undirected
Jessica Simpson,Mike Myers,Undirected
Jessica Simpson,Deepak Chopra,Undirected
Kanye West,Mike Myers,Undirected
Kanye West,Deepak Chopra,Undirected
Mike Myers,Deepak Chopra,Undirected
Jake Gyllenhaal,Mark Ruffalo,Undirected
Jake Gyllenhaal,Anthony Edwards,Undirected
Jake Gyllenhaal,Robert Downey Jr.,Undirected
Mark Ruffalo,Anthony Edwards,Undirected
Mark Ruffalo,Robert Downey Jr.,Undirected
Anthony Edwards,Robert Downey Jr.,Undirected
Sarah Jessica Parker,Kim Cattrall,Undirected
Sarah Jessica Parker,Kristin Davis,Undirected
Sarah Jessica Parker,Cynthia Nixon,Undirected
Kim Cattrall,Kristin Davis,Undirected
Kim Cattrall,Cynthia Nixon,Undirected
Kristin Davis,Cynthia Nixon,Undirected
Will Ferrell,John C. Reilly,Undirected
Will Ferrell,Mary Steenburgen,Undirected
Will Ferrell,Richard Jenkins,Undirected
John C. Reilly,Mary Steenburgen,Undirected
John C. Reilly,Richard Jenkins,Undirected
Mary Steenburgen,Richard Jenkins,Undirected
Charlize Theron,Freddie Highmore,Undirected
Charlize Theron,Ryan Stiles,Undirected
Charlize Theron,Eugene Levy,Undirected
Freddie Highmore,Ryan Stiles,Undirected
Freddie Highmore,Eugene Levy,Undirected
Ryan Stiles,Eugene Levy,Undirected
Mark Wahlberg,Rachel Weisz,Undirected
Mark Wahlberg,Susan Sarandon,Undirected
Mark Wahlberg,Stanley Tucci,Undirected
Rachel Weisz,Susan Sarandon,Undirected
Rachel Weisz,Stanley Tucci,Undirected
Susan Sarandon,Stanley Tucci,Undirected
Robert Downey Jr.,Zach Galifianakis,Undirected
Robert Downey Jr.,Michelle Monaghan,Undirected
Robert Downey Jr.,Jamie Foxx,Undirected
Zach Galifianakis,Michelle Monaghan,Undirected
Zach Galifianakis,Jamie Foxx,Undirected
Michelle Monaghan,Jamie Foxx,Undirected
Daniel Day-Lewis,Sally Field,Undirected
Daniel Day-Lewis,David Strathairn,Undirected
Daniel Day-Lewis,Joseph Gordon-Levitt,Undirected
Sally Field,David Strathairn,Undirected
Sally Field,Joseph Gordon-Levitt,Undirected
David Strathairn,Joseph Gordon-Levitt,Undirected
Reese Witherspoon,Chris Pine,Undirected
Reese Witherspoon,Tom Hardy,Undirected
Reese Witherspoon,Til Schweiger,Undirected
Chris Pine,Tom Hardy,Undirected
Chris Pine,Til Schweiger,Undirected
Tom Hardy,Til Schweiger,Undirected
Jack O'Connell,Domhnall Gleeson,Undirected
Jack O'Connell,Garrett Hedlund,Undirected
Jack O'Connell,Miyavi,Undirected
Domhnall Gleeson,Garrett Hedlund,Undirected
Domhnall Gleeson,Miyavi,Undirected
Garrett Hedlund,Miyavi,Undirected
Matthew McConaughey,Matthew Fox,Undirected
Matthew McConaughey,Anthony Mackie,Undirected
Matthew McConaughey,David Strathairn,Undirected
Matthew Fox,Anthony Mackie,Undirected
Matthew Fox,David Strathairn,Undirected
Anthony Mackie,David Strathairn,Undirected
Will Smith,Margot Robbie,Undirected
Will Smith,Adrian Martinez,Undirected
Will Smith,Gerald McRaney,Undirected
Margot Robbie,Adrian Martinez,Undirected
Margot Robbie,Gerald McRaney,Undirected
Adrian Martinez,Gerald McRaney,Undirected
Xavier Samuel,Kristen Stewart,Undirected
Xavier Samuel,Robert Pattinson,Undirected
Xavier Samuel,Billy Burke,Undirected
Kristen Stewart,Robert Pattinson,Undirected
Kristen Stewart,Billy Burke,Undirected
Robert Pattinson,Billy Burke,Undirected
Mark Wahlberg,Seth MacFarlane,Undirected
Mark Wahlberg,Amanda Seyfried,Undirected
Mark Wahlberg,Jessica Barth,Undirected
Seth MacFarlane,Amanda Seyfried,Undirected
Seth MacFarlane,Jessica Barth,Undirected
Amanda Seyfried,Jessica Barth,Undirected
Matt Damon,Christoph Waltz,Undirected
Matt Damon,Hong Chau,Undirected
Matt Damon,Kristen Wiig,Undirected
Christoph Waltz,Hong Chau,Undirected
Christoph Waltz,Kristen Wiig,Undirected
Hong Chau,Kristen Wiig,Undirected
Steve Carell,Paul Rudd,Undirected
Steve Carell,Zach Galifianakis,Undirected
Steve Carell,Jemaine Clement,Undirected
Paul Rudd,Zach Galifianakis,Undirected
Paul Rudd,Jemaine Clement,Undirected
Zach Galifianakis,Jemaine Clement,Undirected
Dwayne Johnson,Zac Efron,Undirected
Dwayne Johnson,Priyanka Chopra,Undirected
Dwayne Johnson,Alexandra Daddario,Undirected
Zac Efron,Priyanka Chopra,Undirected
Zac Efron,Alexandra Daddario,Undirected
Priyanka Chopra,Alexandra Daddario,Undirected
Eric Bana,Daniel Craig,Undirected
Eric Bana,Ciarán Hinds,Undirected
Eric Bana,Mathieu Kassovitz,Undirected
Daniel Craig,Ciarán Hinds,Undirected
Daniel Craig,Mathieu Kassovitz,Undirected
Ciarán Hinds,Mathieu Kassovitz,Undirected
Paul Giamatti,Bryce Dallas Howard,Undirected
Paul Giamatti,Jeffrey Wright,Undirected
Paul Giamatti,Bob Balaban,Undirected
Bryce Dallas Howard,Jeffrey Wright,Undirected
Bryce Dallas Howard,Bob Balaban,Undirected
Jeffrey Wright,Bob Balaban,Undirected
Vin Diesel,Michelle Yeoh,Undirected
Vin Diesel,Mélanie Thierry,Undirected
Vin Diesel,Gérard Depardieu,Undirected
Michelle Yeoh,Mélanie Thierry,Undirected
Michelle Yeoh,Gérard Depardieu,Undirected
Mélanie Thierry,Gérard Depardieu,Undirected
Leonardo DiCaprio,Russell Crowe,Undirected
Leonardo DiCaprio,Mark Strong,Undirected
Leonardo DiCaprio,Golshifteh Farahani,Undirected
Russell Crowe,Mark Strong,Undirected
Russell Crowe,Golshifteh Farahani,Undirected
Mark Strong,Golshifteh Farahani,Undirected
Jim Carrey,Zooey Deschanel,Undirected
Jim Carrey,Bradley Cooper,Undirected
Jim Carrey,John Michael Higgins,Undirected
Zooey Deschanel,Bradley Cooper,Undirected
Zooey Deschanel,John Michael Higgins,Undirected
Bradley Cooper,John Michael Higgins,Undirected
Vince Vaughn,Jason Bateman,Undirected
Vince Vaughn,Faizon Love,Undirected
Vince Vaughn,Jon Favreau,Undirected
Jason Bateman,Faizon Love,Undirected
Jason Bateman,Jon Favreau,Undirected
Faizon Love,Jon Favreau,Undirected
Brad Pitt,Mélanie Laurent,Undirected
Brad Pitt,Christoph Waltz,Undirected
Brad Pitt,Eli Roth,Undirected
Mélanie Laurent,Christoph Waltz,Undirected
Mélanie Laurent,Eli Roth,Undirected
Christoph Waltz,Eli Roth,Undirected
Steve Martin,Jean Reno,Undirected
Steve Martin,Emily Mortimer,Undirected
Steve Martin,Andy Garcia,Undirected
Jean Reno,Emily Mortimer,Undirected
Jean Reno,Andy Garcia,Undirected
Emily Mortimer,Andy Garcia,Undirected
Dwayne Johnson,Jessica Biel,Undirected
Dwayne Johnson,Justin Long,Undirected
Dwayne Johnson,Gary Oldman,Undirected
Jessica Biel,Justin Long,Undirected
Jessica Biel,Gary Oldman,Undirected
Justin Long,Gary Oldman,Undirected
Richard Stratton,Harry Kerrigan,Undirected
Richard Stratton,Michael Douglas,Undirected
Richard Stratton,Carey Mulligan,Undirected
Harry Kerrigan,Michael Douglas,Undirected
Harry Kerrigan,Carey Mulligan,Undirected
Michael Douglas,Carey Mulligan,Undirected
Vince Vaughn,Kevin James,Undirected
Vince Vaughn,Jennifer Connelly,Undirected
Vince Vaughn,Winona Ryder,Undirected
Kevin James,Jennifer Connelly,Undirected
Kevin James,Winona Ryder,Undirected
Jennifer Connelly,Winona Ryder,Undirected
Jason Statham,Clive Owen,Undirected
Jason Statham,Robert De Niro,Undirected
Jason Statham,Dominic Purcell,Undirected
Clive Owen,Robert De Niro,Undirected
Clive Owen,Dominic Purcell,Undirected
Robert De Niro,Dominic Purcell,Undirected
Gerard Butler,Aaron Eckhart,Undirected
Gerard Butler,Finley Jacobsen,Undirected
Gerard Butler,Dylan McDermott,Undirected
Aaron Eckhart,Finley Jacobsen,Undirected
Aaron Eckhart,Dylan McDermott,Undirected
Finley Jacobsen,Dylan McDermott,Undirected
Kellan Lutz,Gaia Weiss,Undirected
Kellan Lutz,Scott Adkins,Undirected
Kellan Lutz,Roxanne McKee,Undirected
Gaia Weiss,Scott Adkins,Undirected
Gaia Weiss,Roxanne McKee,Undirected
Scott Adkins,Roxanne McKee,Undirected
George Clooney,Matt Damon,Undirected
George Clooney,Bill Murray,Undirected
George Clooney,Cate Blanchett,Undirected
Matt Damon,Bill Murray,Undirected
Matt Damon,Cate Blanchett,Undirected
Bill Murray,Cate Blanchett,Undirected
Luke Evans,Sarah Gadon,Undirected
Luke Evans,Dominic Cooper,Undirected
Luke Evans,Art Parkinson,Undirected
Sarah Gadon,Dominic Cooper,Undirected
Sarah Gadon,Art Parkinson,Undirected
Dominic Cooper,Art Parkinson,Undirected
Chris Hemsworth,Leehom Wang,Undirected
Chris Hemsworth,Wei Tang,Undirected
Chris Hemsworth,Viola Davis,Undirected
Leehom Wang,Wei Tang,Undirected
Leehom Wang,Viola Davis,Undirected
Wei Tang,Viola Davis,Undirected
Andy Samberg,Katie Crown,Undirected
Andy Samberg,Kelsey Grammer,Undirected
Andy Samberg,Jennifer Aniston,Undirected
Katie Crown,Kelsey Grammer,Undirected
Katie Crown,Jennifer Aniston,Undirected
Kelsey Grammer,Jennifer Aniston,Undirected
Stan Collymore,Sharon Stone,Undirected
Stan Collymore,Neil Maskell,Undirected
Stan Collymore,David Thewlis,Undirected
Sharon Stone,Neil Maskell,Undirected
Sharon Stone,David Thewlis,Undirected
Neil Maskell,David Thewlis,Undirected
Sylvester Stallone,Arnold Schwarzenegger,Undirected
Sylvester Stallone,Jim Caviezel,Undirected
Sylvester Stallone,Faran Tahir,Undirected
Arnold Schwarzenegger,Jim Caviezel,Undirected
Arnold Schwarzenegger,Faran Tahir,Undirected
