	title	year	rated	min_age	runtime(min)	genres	director	actors	plot	languages	country	awards	imdbRating	rottenTomatoesRating	metacriticRating	boxoffice	production	ReleaseDate	YearReleased	MonthReleased	viewCount	commentCount	likeCount	dislikeCount	Production Budget	Domestic Total Gross	Distributor	polarity	subjectivity	polarity_confidence	subjectivity_confidence
945	We Bought a Zoo	2011	PG	7	124	Comedy; Drama; Family	Cameron Crowe	Matt Damon; Scarlett Johansson; Thomas Haden Church; Colin Ford	Benjamin has lost his wife In a bid to start his life over he purchases a large house that has a zoo This is welcome news for his daughter but his son is not happy about it The zoo is in need of renovation and Benjamin sets about the work with the head keeper Kelly and the rest of the zoo staff But the zoo soon runs into financial trouble The staff must get the zoo back to its former glory pass a zoo inspection and get it back open to the public	English	USA	1 win & 8 nominations	7.1	65.0	58	72700000.0	20th Century Fox	23-Dec-11	2011	12	240957.0	68.0	331.0	23.0	50000000	75624550	Fox	negative	subjective	0.724814415	1.0
946	Beautiful Creatures	2013	PG-13	13	124	Drama; Fantasy; Romance	Richard LaGravenese	Alden Ehrenreich; Alice Englert; Jeremy Irons; Viola Davis	Teenager Ethan Wate is obsessed with his urge to finish high school and go on to college in order to leave the small town of Gatlin South Carolina behind until a mysterious girl begins to inhabit his dreams When he meets Lena Duchannes a newcomer who has just enrolled in his school Ethan knows she is the girl in his dreams Lena is rejected by the rest of her classmates for being the granddaughter of Macon Ravenwood whom the towns superstitious residents consider to be a devil-worshiper But Ethan gives her a ride anyway and they fall in love Lena reveals to her new boyfriend that she is a witch and that on her sixteenth birthday she will be claimed by either the forces of light or of darkness She will remain in the light but only if she does not remain in love with Ethan To make matters worse her evil mother Sarafine is casting spells to push Lena to the dark side Ethan joins her in a search to find a magic spell to save their doomed love Will the lovers succeed?	English	USA	9 nominations	6.2	46.0	52	19445217.0	Warner Bros. Pictures	14-Feb-13	2013	2	4724471.0	4757.0	14126.0	903.0	50000000	55835	Focus Features	negative	subjective	0.547537565	1.0
947	The Book of Life	2014	PG	7	95	Animation; Adventure; Comedy	Jorge R. Gutiérrez	Diego Luna; Zoe Saldana; Channing Tatum; Ron Perlman	From producer Guillermo del Toro and director Jorge Gutierrez comes an animated comedy with a unique visual style THE BOOK OF LIFE is the journey of Manolo a young man who is torn between fulfilling the expectations of his family and following his heart Before choosing which path to follow he embarks on an incredible adventure that spans three fantastical worlds where he must face his greatest fears Rich with a fresh take on pop music favorites THE BOOK OF LIFE encourages us to celebrate the past while looking forward to the future	English; Spanish	USA	Nominated for 1 Golden Globe Another 3 wins & 28 nominations	7.3	82.0	67		20th Century Fox	17-Oct-14	2014	10	426898.0	167.0	1658.0	87.0	50000000	9740	Wellspring	positive	subjective	0.871129334	1.0
948	Child 44	2015	R	17	137	Crime; Drama; Thriller	Daniel Espinosa	Xavier Atkins; Mark Lewis Jones; Tom Hardy; Joel Kinnaman	Based on the first of a trilogy by Tom Rob Smith and set in the Stalin era of the Soviet Union The plot is about an idealistic pro-Stalin security officer who decides to investigate a series of child murders in a country where supposedly this sort of crime doesnt exist The state would not hear of the existence of a child murderer let alone a serial killer He gets demoted and exiled but decides with just the help of his wife to continue pursuing the case	English; Russian	Czech Republic; UK; USA; Russia	2 nominations	6.5	26.0	41	1314609.0	Summit Entertainment	17-Apr-15	2015	4	79336.0	0.0	10.0	1.0	50000000	1224330	Lionsgate/Summit	neutral	subjective	0.756616533	1.0
949	Zoolander 2	2016	PG-13	13	101	Comedy	Ben Stiller	Justin Bieber; Jon Daly; Penélope Cruz; Ben Stiller	After many years of being separated from modeling and each other Derek and Hansel are dragged back into the fashion world in Rome After being humiliated on the runway by the people behind the scenes Derek and Hansel decide to quit the business    until retired swimsuit model Valentina drags them back in with questions about recent celebrity deaths Soon after Derek also realizes out that the son who was taken from him is in Rome and is much dismayed to find that Derek Jr is fat And smart Regardless Derek Sr continues his mission with Hansel which leads them to the fashion-model legends of Adam Eve and Steve and the Chosen One Who is that person? Why do the models drink the Chosen Ones blood? Will Dereks and Hansels careers resume?	English; Italian; Spanish	USA	7 wins & 17 nominations	4.7	23.0	34	29782560.0	Paramount Pictures	12-Feb-16	2016	2	21702889.0	9839.0	83022.0	5284.0	50000000	28848693	Paramount	neutral	subjective	0.477536023	1.0
950	War Dogs	2016	R	17	114	Comedy; Crime; Drama	Todd Phillips	Miles Teller; Steve Lantz; Gregg Weiner; David Packouz	Two friends in their early 20s (Hill and Teller) living in Miami Beach during the Iraq War exploit a little-known government initiative that allows small businesses to bid on US Military contracts Starting small they begin raking in big money and are living the high life But the pair gets in over their heads when they land a 300 million dollar deal to arm the Afghan Military - a deal that puts them in business with some very shady people not the least of which turns out to be the US Government Based on true events	English; Arabic; Albanian; Romanian	USA; Cambodia	Nominated for 1 Golden Globe Another 2 nominations	7.1	59.0	57	43017433.0	Warner Bros. Pictures	19-Aug-16	2016	8	5707125.0	220.0	2988.0	349.0	50000000	43034523	Warner Bros.	neutral	subjective	0.560480118	1.0
951	All the Money in the World	2017	R	17	132	Biography; Crime; Drama	Ridley Scott	Michelle Williams; Christopher Plummer; Mark Wahlberg; Romain Duris	The story of the kidnapping of 16-year-old John Paul Getty III and the desperate attempt by his devoted mother to convince his billionaire grandfather Jean Paul Getty to pay the ransom	English; Italian; Arabic	USA	Nominated for 1 Oscar Another 7 nominations	7.1	78.0	72	20153135.0	TriStar Pictures	25-Dec-17	2017	12	3793943.0	1803.0	13347.0	1786.0	50000000	25115707	TriStar	negative	objective	0.730264843	1.0
952	Paris Can Wait	2016	PG	7	92	Comedy; Drama; Romance	Eleanor Coppola	Diane Lane; Arnaud Viard; Alec Baldwin; Elise Tielrooy	Anne is at a crossroads in her life Long married to a successful driven but inattentive movie producer she unexpectedly finds herself taking a car trip from Cannes to Paris with a business associate of her husband What should be a seven-hour drive turns into a carefree two-day adventure replete with diversions involving picturesque sights fine food and wine humor wisdom and romance reawakening Annes senses and giving her a new lust for life	English; French	USA; Japan	1 nomination	5.7	45.0	48	5617321.0	Sony Pictures Classics	12-May-17	2017	5	1100279.0	383.0	3609.0	546.0	50000000	5617731	Sony Classics	neutral	subjective	0.527593613	1.0
953	The Adjustment Bureau	2011	PG-13	13	106	Romance; Sci-Fi; Thriller	George Nolfi	Matt Damon; Emily Blunt; Lisa Thoreson; Florence Kastriner	Do we control our destiny or do unseen forces manipulate us? A man glimpses the future Fate has planned for him and realizes he wants something else To get it he must pursue across under and through the streets of modern-day New York the only woman hes ever loved On the brink of winning a seat in the US Senate ambitious politician David Norris (Matt Damon) meets beautiful contemporary ballet dancer Elise Sellas (Emily Blunt) a woman like none hes ever known But just as he realizes hes falling for her mysterious men conspire to keep the two apart David learns he is up against the agents of Fate itself the men of The Adjustment Bureau who will do everything in their considerable power to prevent David and Elise from being together In the face of overwhelming odds he must either let her go and accept a predetermined path or risk everything to defy Fate and be with her	English	USA	1 win & 9 nominations	7.1	71.0	60	62453315.0	Universal Pictures	4-Mar-11	2011	3	1030021.0	260.0	2066.0	75.0	50200000	62495645	Universal	neutral	subjective	0.535265207	1.0
954	Mamma Mia!	2008	PG-13	13	108	Comedy; Family; Musical	Phyllida Lloyd	Amanda Seyfried; Stellan Skarsgård; Pierce Brosnan; Nancy Baldwin	Set on a colorful Greek island the plot serves as a background for a wealth of ABBA songs A young woman about to be married discovers that any one of three men could be her father She invites all three to the wedding without telling her mother Donna who was once the lead singer of Donna and the Dynamos In the meantime Donna has invited her backup singers Rosie and Tanya	English; Greek	USA; UK; Germany	Nominated for 2 Golden Globes Another 15 wins & 24 nominations	6.4	54.0	51	143704210.0	Universal Pictures	18-Jul-08	2008	7	34159.0	1.0	23.0	3.0	52000000	144130063	Universal	neutral	subjective	0.459424436	1.0
955	From Paris with Love	2010	R	17	92	Action; Crime; Thriller	Pierre Morel	John Travolta; Jonathan Rhys Meyers; Kasia Smutniak; Richard Durden	James Reece is an ambitious aide to the US Ambassador in Paris doing little jobs for the CIA and hoping to get into black ops On the night he and his girlfriend Caroline become engaged hes told to pick up Charlie Wax at Orly Charlie is an unorthodox government employee - large bald and bearded foul-mouthed and eccentric Charlie immediately takes James on a wild ride of murder and mayhem through ethnic enclaves As bodies pile up the purpose remains opaque to James Caroline unhappy that James has been out of touch for a day tells him to bring Charlie for dinner Charlie can be charming - where will it lead? Does the chess-playing James have what it takes?	English; French; Mandarin; German	France		6.5	37.0	42	23979741.0	Lionsgate Films	5-Feb-10	2010	2	481460.0	102.0	345.0	32.0	52000000	24077427	Lionsgate	neutral	subjective	0.740184069	1.0
956	The Change-Up	2011	R	17	112	Comedy; Fantasy	David Dobkin	Ryan Reynolds; Jason Bateman; Leslie Mann; Olivia Wilde	Growing up together Mitch (Ryan Reynolds) and Dave (Jason Bateman) were inseparable best friends but as the years have passed theyve slowly drifted apart While Dave is an overworked lawyer husband and father of three Mitch has remained a single quasi-employed man-child who has never met a responsibility he liked To Mitch Dave has it all: beautiful wife Jamie (Leslie Mann) kids who adore him and a high-paying job at a prestigious law firm To Dave living Mitchs stress-free life without obligation or consequence would be a dream come true Following a drunken night out together Mitch and Daves worlds are turned upside down when they wake up in each others bodies and proceed to freak out Despite the freedom from their normal routines and habits the guys soon discover that each others lives are nowhere near as rosy as they once seemed Further complicating matters are Daves sexy legal associate Sabrina (Olivia Wilde) and Mitchs estranged father (Alan Arkin) With time not on their side Mitch and Dave comically struggle to avoid completely destroying each others lives before they can find a way to get their old ones back	English; Ukrainian	USA	1 nomination	6.3	25.0	39	37000000.0	Universal Pictures	5-Aug-11	2011	8	358008.0	40.0	941.0	36.0	52000000	37081475	Universal	positive	subjective	0.676600516	1.0
957	Be Cool	2005	PG-13	13	118	Comedy; Crime; Music	F. Gary Gray	John Travolta; Uma Thurman; Vince Vaughn; Cedric the Entertainer	Streetwise mobster-turned-movie producer Chili Palmer is back but this time Chili has abandoned the fickle movie industry and veered into the music business tangling with Russian mobsters and gangsta rappers and taking a talented feisty young singer named Linda Moon under his wing From the recording studio to an Aerosmith concert to the MTV Music Awards he manipulates events to watch them play out the Chili way using his signature blend of wiseguy skills and negotiation tactics Its a dangerous business and everyones looking for their next big hit	English; Russian	USA	1 win & 13 nominations	5.7	29.0	37	55590667.0	MGM	4-Mar-05	2005	3	27261.0	0.0	35.0	4.0	53000000	56046979	MGM	neutral	subjective	0.570792437	1.0
958	Black Mass	2015	R	17	123	Biography; Crime; Drama	Scott Cooper	Johnny Depp; Joel Edgerton; Benedict Cumberbatch; Dakota Johnson	Based on a true story of James Whitey Bulger an Irish Mob godfather and FBI informant who had a secret trading deal with his brother William Billy Bulger a state senator and a Boston public figure and John Connolly an FBI agent They planned to take down the Italian mob and mafia in Boston which went awry and things turned massively violent When the credence for each other began fading out drug dealing murders and extortion started to rise and forced the FBIs Boston office to confirm that Whitey Bulger was one of the most notorious criminals in US history and also one of the FBIs Ten Most Wanted List criminals	English	USA; UK	6 wins & 24 nominations	6.9	73.0	68	48786443.0	Warner Bros. Pictures	18-Sep-15	2015	9	11304962.0	4692.0	37207.0	958.0	53000000	62575678	Warner Bros.	neutral	subjective	0.776196182	1.0
959	V for Vendetta	2005	R	17	132	Action; Drama; Sci-Fi	James McTeigue	Natalie Portman; Hugo Weaving; Stephen Rea; Stephen Fry	Tells the story of Evey Hammond and her unlikely but instrumental part in bringing down the fascist government that has taken control of a futuristic Great Britain Saved from a life-and-death situation by a man in a Guy Fawkes mask who calls himself V she learns a general summary of Vs past and after a time decides to help him bring down those who committed the atrocities that led to Britain being in the shape that it is in	English	USA; UK; Germany	7 wins & 27 nominations	8.2	73.0	62	70500000.0	Warner Bros. Pictures	17-Mar-06	2006	3	168130.0	60.0	211.0	56.0	54000000	70511035	Warner Bros.	negative	subjective	0.938089788	1.0
960	The Pursuit of Happyness	2006	PG-13	13	117	Biography; Drama	Gabriele Muccino	Will Smith; Jaden Smith; Thandie Newton; Brian Howe	Based on a true story about a man named Christopher Gardner Gardner has invested heavily in a device known as a Bone Density scanner He feels like he has made these devices However they do not sell as they are marginally better than the current technology at a much higher price As Gardner tries to figure out how to sell them his wife leaves him he loses his house his bank account and credit cards Forced to live out in the streets with his son Gardner is now desperate to find a steady job he takes on a job as a stockbroker but before he can receive pay he needs to go through 6 months of training and to sell his devices	English; Cantonese	USA	Nominated for 1 Oscar Another 11 wins & 24 nominations	8.0	67.0	64	162586036.0	Sony Pictures	15-Dec-06	2006	12	373802.0	23.0	470.0	4.0	55000000	163566459	Sony / Columbia	neutral	subjective	0.608717024	1.0
961	Changeling	2008	R	17	141	Biography; Crime; Drama	Clint Eastwood	Angelina Jolie; Gattlin Griffith; Michelle Gunn; Michael Kelly	Los Angeles 1928 A single mother returns from work to find her nine-year-old son gone She calls the LAPD to initiate a search Five months later a boy is found in Illinois who fits the description he says hes her son To fanfare and photos the LAPD reunite mother and son but she insists hes not her boy The cops dismiss her as either a liar or hysterical When she joins a minister in his public criticism of the police they in turn use government power to silence and intimidate her Meanwhile a cop goes to a dilapidated ranch to find a Canadian lad whos without legal status the youth tells a grisly tale Theres redress for murder is there redress for abuse of power?	English	USA	Nominated for 3 Oscars Another 13 wins & 47 nominations	7.8	62.0	63	35707327.0	Universal Pictures	24-Oct-08	2008	10	54564.0	10.0	79.0	5.0	55000000	35739802	Universal	neutral	subjective	0.579033732	1.0
962	City of Ember	2008	PG	7	90	Adventure; Family; Fantasy	Gil Kenan	Saoirse Ronan; David Ryall; Harry Treadaway; Mary Kay Place	When mankind is about to come to an end a group of scientists decide to create and populate a city deep underground The city of Ember is to last for 200 years after which its inhabitants are to retrieve from a strong box instructions to return to the surface Over time however the message is lost and life in Ember is rapidly deteriorating Their power supply is failing and food is being rationed Its left to two young adults to unearth the secret of Ember and to lead the way out	English	USA	6 nominations	6.5	53.0	58	7800000.0	Fox Walden	10-Oct-08	2008	10	135632.0	67.0	106.0	5.0	55000000	7873007	Fox	neutral	objective	0.706972778	1.0
963	Seven Pounds	2008	PG-13	13	123	Drama; Romance	Gabriele Muccino	Will Smith; Rosario Dawson; Woody Harrelson; Michael Ealy	Haunted by a secret Ben Thomas looks for redemption by radically transforming the lives of seven people he doesnt know Once his plan is set nothing will be able to stop him At least thats what he thinks But Ben hadnt planned on falling in love with one of these people and shes the one who will end up transforming him	English; Spanish	USA	5 wins & 6 nominations	7.7	26.0	36	69951824.0	Sony Pictures	19-Dec-08	2008	12	201246.0	70.0	334.0	8.0	55000000	69951824	Sony / Columbia	neutral	subjective	0.707630754	1.0
964	Burlesque	2010	PG-13	13	119	Drama; Music; Musical	Steve Antin	Cher; Christina Aguilera; Eric Dane; Cam Gigandet	The Burlesque Lounge has its best days behind it Tess a retired dancer and owner of the venue struggles to keep the aging theater alive facing all kinds of financial and artistic challenges With the Lounges troupe members becoming increasingly distracted by personal problems and a threat coming from a wealthy businessmans quest to buy the spot from Tess the good fortune seems to have abandoned the club altogether Meanwhile the life of Ali a small-town girl from Iowa is about to change dramatically Hired by Tess as a waitress at the Lounge Ali escapes a hollow past and quickly falls in love with the art of burlesque Backed by newfound friends amongst the theaters crew she manages to fulfill her dreams of being on stage herself Things take a dramatic turn though when Alis big voice makes her become the main attraction of the revue	English; Ukrainian	USA	Won 1 Golden Globe Another 5 wins & 18 nominations	6.4	37.0	47	39440655.0	Sony Pictures/Screen Gems	24-Nov-10	2010	11	2697296.0	1034.0	7005.0	197.0	55000000	39440655	Sony / Screen Gems	positive	subjective	0.784103394	1.0
965	Date Night	2010	PG-13	13	88	Comedy; Crime; Romance	Shawn Levy	Steve Carell; Tina Fey; Mark Wahlberg; Taraji P. Henson	Phil and Claire Foster are a couple who have been married for several years Their days consists of them taking care of their children and going to work and coming home and going to bed But they find time to have a date night wherein they go out and spend some time together When another couple they know announce that theyre separating because theyre in a rut Phil feels that he and Claire could be too So when date night comes Phil decides to do something different So they go into the city and try to get into a new popular restaurant But when its full and still wanting to do this Phil decides to take the reservation of a couple who doesnt show up While theyre having dinner two men approach them and instructs them to stand up and go with them They think the men are with the restaurant and want to talk to them about taking someone elses reservation But it appears the couple whose reservation they took crossed someone and the two men work for this person The men are after something but whatever it is they dont have it	English; Hebrew	USA	4 wins & 8 nominations	6.3	67.0	56	98710290.0	20th Century Fox	9-Apr-10	2010	4	4418212.0	920.0	3904.0	177.0	55000000	98711404	Fox	neutral	subjective	0.494460762	1.0
966	Captain Phillips	2013	PG-13	13	134	Biography; Drama; Thriller	Paul Greengrass	Tom Hanks; Catherine Keener; Barkhad Abdi; Barkhad Abdirahman	Captain Phillips is a multi-layered examination of the 2009 hijacking of the US container ship Maersk Alabama by a crew of Somali pirates It is - through director Paul Greengrasss distinctive lens - simultaneously a pulse-pounding thriller and a complex portrait of the myriad effects of globalization The film focuses on the relationship between the Alabamas commanding officer Captain Richard Phillips (two time Academy Award®-winner Tom Hanks) and the Somali pirate captain Muse (Barkhad Abdi) who takes him hostage Phillips and Muse are set on an unstoppable collision course when Muse and his crew target Phillips unarmed ship in the ensuing standoff 145 miles off the Somali coast both men will find themselves at the mercy of forces beyond their control	English; Somali	USA	Nominated for 6 Oscars Another 16 wins & 144 nominations	7.8	93.0	83	107100855.0	Sony Pictures	11-Oct-13	2013	10	717289.0	682.0	2646.0	109.0	55000000	107100855	Sony / Columbia	neutral	subjective	0.559662759	1.0
967	Free Birds	2013	PG	7	91	Animation; Adventure; Comedy	Jimmy Hayward	Owen Wilson; Woody Harrelson; Amy Poehler; George Takei	After years of fruitless warning of his farmyard brethren of the coming Thanksgiving doom Reggie the Turkey finds himself spared as the annual Pardoned Turkey However Reggies easy life is disrupted by Jake a fanatic turkey who drags him along with the insane idea of going back in time to make sure turkeys are not part of the first Thanksgiving Through foolhardiness and luck the pair manage to take an experimental time machine to do just that Now in 1621 at the Plymouth colony Reggie and Jake find themselves in the middle of a turkey clans struggle for survival In doing so their preconceptions of the world and themselves are challenged forever in a conflict from which the world will never be the same	English	USA	2 nominations	5.9	19.0	38	46667023.0	Relativity Media	1-Nov-13	2013	11	1602145.0	919.0	3588.0	364.0	55000000	55750480	Relativity	neutral	subjective	0.578827143	1.0
968	The Equalizer	2014	R	17	132	Action; Crime; Thriller	Antoine Fuqua	Denzel Washington; Marton Csokas; Chloë Grace Moretz; David Harbour	In The Equalizer Denzel Washington plays McCall a man who believes he has put his mysterious past behind him and dedicated himself to beginning a new quiet life But when McCall meets Teri (Chloë Grace Moretz) a young girl under the control of ultra-violent Russian gangsters he cant stand idly by - he has to help her Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless McCall comes out of his self-imposed retirement and finds his desire for justice reawakened If someone has a problem if the odds are stacked against them if they have nowhere else to turn McCall will help He is The Equalizer	English; Russian; Spanish	USA	1 win & 9 nominations	7.2	60.0	57	85212969.0	Sony Pictures	26-Sep-14	2014	9	605996.0	251.0	1515.0	36.0	55000000	101530738	Sony / Columbia	neutral	subjective	0.551421225	1.0
969	Crimson Peak	2015	R	17	119	Drama; Fantasy; Horror	Guillermo del Toro	Mia Wasikowska; Jessica Chastain; Tom Hiddleston; Charlie Hunnam	Edith Cushings mother died when she was young but watches over her Brought up in the Victorian Era she strives to be more than just a woman of marriageable age She becomes enamored with Thomas Sharpe a mysterious stranger After a series of meetings and incidents she marries Thomas and comes to live with him and his sister Lady Lucille Sharpe far away from everything she has known The naive girl soon comes to realize not everything is as it appears as ghosts of the past quite literally come out of the woodwork This movie is more about mystery and suspense than gore	English	USA; Canada	6 wins & 39 nominations	6.5	71.0	66	25957696.0	Universal Pictures	16-Oct-15	2015	10	58099.0	17.0	244.0	4.0	55000000	31090320	Universal	neutral	subjective	0.545610547	1.0
970	Fifty Shades Darker	2017	R	17	118	Drama; Romance	James Foley	Dakota Johnson; Jamie Dornan; Eric Johnson; Eloise Mumford	Christian and Ana decide to rekindle their relationship except this time there are no more rules or punishments As they begin to get used to their newfound relationship Christians past begins to haunt Ana as Christian struggles with his innermost thoughts	English	USA; China	1 win & 13 nominations	4.6	10.0	33	114376885.0	Universal Pictures	10-Feb-17	2017	2	6124889.0	1470.0	24200.0	1140.0	55000000	114581250	Universal	negative	subjective	0.925505102	1.0
971	Flightplan	2005	PG-13	13	98	Drama; Mystery; Thriller	Robert Schwentke	Jodie Foster; Peter Sarsgaard; Sean Bean; Kate Beahan	The husband of aviation engineer Kyle Pratt has just died in Berlin Now she is flying back to New York with his coffin and their six-year-old daughter Julia Three hours into the flight Kyle awakens to find that Julia is gone! Its a big double-decker plane so very concerned mother has a lot of territory to cover in order to find her daughter But as Kyle fights to discern the truth she takes matters into her own hands	English; French; German; Arabic; Italian; Japanese	USA	2 wins & 6 nominations	6.3	37.0	53	89602378.0	Touchstone Pictures	23-Sep-05	2005	9	1051507.0	292.0	1524.0	86.0	55000000	89707299	Buena Vista	neutral	subjective	0.842708111	1.0
972	The Forbidden Kingdom	2008	PG-13	13	104	Action; Adventure; Fantasy	Rob Minkoff	Jet Li; Michael Angarano; Jackie Chan; Juana Collignon	An American teenager who is obsessed with Hong Kong cinema and kung-fu classics makes an extraordinary discovery in a Chinatown pawnshop: the legendary stick weapon of the Chinese sage and warrior the Monkey King With the lost relic in hand the teenager unexpectedly finds himself traveling back to ancient China to join a crew of warriors from martial arts lore on a dangerous quest to free the imprisoned Monkey King	English; Mandarin	USA; China	5 nominations	6.6	64.0	57	40044561.0	Lionsgate	18-Apr-08	2008	4	163302.0	14.0	133.0	11.0	55000000	52075270	Lionsgate	positive	subjective	0.466118395	1.0
973	Semi-Pro	2008	R	17	91	Comedy; Sport	Kent Alterman	Will Ferrell; Woody Harrelson; André Benjamin; Maura Tierney	Three men three dreams Its 1976 in Flint Michigan Jackie Moons American Basketball Association team languishes in last place with few fans in the seats Jackie dreams of a merger with the NBA A tough-minded point guard named Monix is at the end of his career hes played on the champion Celtics but accepts a trade to Flint to be close to Lynn the love of his life Clarence Coffee Brown dreams of stardom: hes the Tropics best player but hes a hotdog who doesnt value teamwork When the trio learns that a merger is in the works that wont include the Tropics they pull the team together to try to achieve the impossible Can dreams come true in Flint?	English	USA	1 win & 4 nominations	5.8	22.0	47	33370443.0	New Line Cinema	29-Feb-08	2008	2	20058.0	4.0	59.0	4.0	55000000	33479698	New Line	neutral	subjective	0.778244793	1.0
974	Murder on the Orient Express	2017	PG-13	13	114	Crime; Drama; Mystery	Kenneth Branagh	Paapa Essiedu; Yassine Zeroual; Asan N'Jie; Michael Rouse	When a murder occurs on the train hes travelling on celebrated detective Hercule Poirot is recruited to solve the case	English; French; German; Arabic	USA; UK; Malta; France; Canada; New Zealand	14 nominations	6.7	57.0	52	101555644.0	20th Century Fox	10-Nov-17	2017	11	11314921.0	9378.0	65401.0	4814.0	55000000	27634716	Paramount	neutral	objective	0.621766329	0.986483693
975	Confessions of a Shopaholic	2009	PG	7	104	Comedy; Family; Romance	P.J. Hogan	Isla Fisher; Hugh Dancy; Krysten Ritter; Joan Cusack	Struggling with her debilitating obsession with shopping and the sudden collapse of her income source Rebecca Bloomwood unintentionally lands a job writing for a financial magazine after a drunken letter-mailing mix-up Ironically writing about the very consumer caution of which she herself has not abided Rebeccas innovative comparisons and unconventional metaphors for economics grants her critical acclaim public success and the admiration of her supportive boss Luke But as she draws closer to her ultimate goal of writing for renowned fashion magazine Alette she questions her true ambitions and must determine if overcoming her shopaholic condition will bring her real happiness	English; Finnish	USA	1 win & 3 nominations	5.9	25.0	38	44239688.0	Walt Disney Studios	6-Feb-09	2009	2	777473.0	3.0	930.0	48.0	55000000	44277350	Buena Vista	neutral	subjective	0.918715954	1.0
976	When in Rome	2010	PG-13	13	91	Comedy; Romance	Mark Steven Johnson	Kristen Bell; Josh Duhamel; Anjelica Huston; Danny DeVito	Beth is a hard working career woman whose last relationship says that she puts her work above him so he left her When he tells her he found another career woman and is willing to stick it out with her and is engaged to her Beth feels that there is no one for her And when she goes to Rome to attend her sisters impromptu wedding and after meeting the best man Nick shes attracted to him but after seeing him with another woman she gets drunk and goes into the famed Fountain of Love and takes some coins thrown by people looking for love When she goes back to New York four men start coming onto her And Nick keeps calling her asking her out She later learns that what she did--is a no no It seems legend says that if you take a coin out of the fountain the person who threw it will fall in love with who took the coin So she has to find a way to break the curse And she wonders if Nick whom she likes is with her cause he wants to or if he is under the spell	English; Italian; Ukrainian	USA	3 nominations	5.6	16.0	25	32578915.0	Walt Disney Pictures	29-Jan-10	2010	1	4791429.0	162.0	9048.0	636.0	55000000	32680633	Buena Vista	neutral	subjective	0.66019851	1.0
977	The Pacifier	2005	PG	7	95	Action; Comedy; Drama	Adam Shankman	Vin Diesel; Lauren Graham; Faith Ford; Brittany Snow	After a Navy SEAL fails to rescue a scientist who developed a top secret device he is assigned to guard the mans children while searching for information on where the device may be hidden inside the house Along the way he must cope with rebellious teens child care an overbearing school official and foreign spies also looking for it	English; Korean	Canada; USA	1 win & 10 nominations	5.6	20.0	30	113006880.0	Buena Vista Pictures	4-Mar-05	2005	3	1325109.0				56000000	113086868	Buena Vista	neutral	subjective	0.663302124	1.0
978	Just Like Heaven	2005	PG-13	13	95	Comedy; Fantasy; Romance	Mark Waters	Reese Witherspoon; Mark Ruffalo; Donal Logue; Dina Spybey-Waters	Elizabeth Masterson a dedicated doctor in San Francisco had almost no time for anything When her sister with two kids set her up on a date she gets into a tragic car crash and goes into a coma Meanwhile a landscape architect named David Abbott moves to San Francisco and coincidentally into Elizabeths apartment for rent While at the apartment Elizabeths spirit haunts him She doesnt remember who she is who her family is or what she did - All that she remembered was her apartment and where everything was To settle the arguments David agrees to figure out who Elizabeth really is When they get close to figuring out who she is they eventually find love with one another and as they finally know who she really is they learn that fate really has put them both together	English; Mandarin; Spanish	USA	1 win & 1 nomination	6.7	55.0	47	48291624.0	Dreamworks	16-Sep-05	2005	9	235262.0	16.0	569.0	16.0	58000000	48318130	DreamWorks	negative	subjective	0.58848536	1.0
979	Leatherheads	2008	PG-13	13	114	Comedy; Drama; Romance	George Clooney	John Krasinski; David de Vries; Rick Forrester; Craig S. Harper	A romantic comedy set against the backdrop of Americas nascent pro-football league in 1925 Dodge Connolly a charming brash football hero is determined to guide his team from bar brawls to packed stadiums But after the players lose their sponsor and the entire league faces certain collapse Dodge convinces a college football star to join his ragtag ranks The captain hopes his latest move will help the struggling sport finally capture the countrys attention Welcome to the team Carter Rutherford Americas favorite son A golden-boy war hero who single-handedly forced multiple German soldiers to surrender in WWI Carter has dashing good looks and unparalleled speed on the field This new champ is almost too good to be true and Lexie Littleton aims to prove thats the case A cub journalist playing in the big leagues Lexie is a spitfire newswoman who suspects there are holes in Carters war story But while she digs the two teammates start to become serious off-field rivals for her fickle affections As the new game of pro-football becomes less like the freewheeling sport he knew and loved Dodge must both fight to keep his guys together and to get the girl of his dreams Finding that love and football have a surprisingly similar playbook however he has one maneuver he will save just for the fourth quarter	English; German	USA; Germany	1 win & 3 nominations	6.0	52.0	56	31199215.0	Universal Pictures	4-Apr-08	2008	4	15445.0	0.0	9.0	3.0	58000000	31373938	Universal	positive	subjective	0.985764563	1.0
